Incident Reported Year,Neighbourhood Description (Occurrence),Incident Reported Quarter,Incident Reported Month,Assault,Break and Enter,Homicide,Robbery,Sexual Assaults,Theft From Vehicle,Theft Of Vehicle,Theft Over $5000
2011,LORELEI,Q4,10,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
2011,LORELEI,Q4,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,LORELEI,Q4,12,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,LYMBURN,Q1,1,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
2011,LYMBURN,Q1,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,LYMBURN,Q1,3,2.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0
2011,LYMBURN,Q2,4,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,LYMBURN,Q2,5,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0
2011,LYMBURN,Q2,6,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2011,LYMBURN,Q3,7,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0
2011,LYMBURN,Q3,8,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0
2011,LYMBURN,Q3,9,2.0,5.0,0.0,0.0,0.0,6.0,2.0,0.0
2011,LYMBURN,Q4,10,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0
2011,LYMBURN,Q4,11,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0
2011,LYMBURN,Q4,12,1.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0
2011,LYNNWOOD,Q1,1,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
2011,LYNNWOOD,Q1,2,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
2011,LYNNWOOD,Q1,3,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
2011,LYNNWOOD,Q2,4,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
2011,LYNNWOOD,Q2,5,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
2011,LYNNWOOD,Q2,6,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0
2011,LYNNWOOD,Q3,7,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,LYNNWOOD,Q3,8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,LYNNWOOD,Q3,9,1.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0
2011,LYNNWOOD,Q4,10,1.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0
2011,LYNNWOOD,Q4,11,0.0,1.0,0.0,2.0,0.0,4.0,3.0,0.0
2011,LYNNWOOD,Q4,12,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0
2011,MACEWAN,Q1,1,1.0,2.0,0.0,5.0,0.0,3.0,1.0,0.0
2011,MACEWAN,Q1,2,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MACEWAN,Q1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MACEWAN,Q2,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,MACEWAN,Q2,5,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MACEWAN,Q2,6,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2011,MACEWAN,Q3,7,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0
2011,MACEWAN,Q3,8,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MACEWAN,Q3,9,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MACEWAN,Q4,10,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0
2011,MACEWAN,Q4,11,3.0,1.0,0.0,1.0,0.0,9.0,1.0,0.0
2011,MACEWAN,Q4,12,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MACTAGGART,Q1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011,MACTAGGART,Q2,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MACTAGGART,Q2,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MACTAGGART,Q3,8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2011,MACTAGGART,Q3,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MACTAGGART,Q4,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,MACTAGGART,Q4,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MACTAGGART,Q4,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MAGRATH HEIGHTS,Q1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011,MAGRATH HEIGHTS,Q1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MAGRATH HEIGHTS,Q2,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MAGRATH HEIGHTS,Q2,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MAGRATH HEIGHTS,Q3,7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2011,MAGRATH HEIGHTS,Q3,8,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2011,MAGRATH HEIGHTS,Q4,10,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MAGRATH HEIGHTS,Q4,11,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MAGRATH HEIGHTS,Q4,12,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
2011,MALMO PLAINS,Q1,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,MALMO PLAINS,Q1,2,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
2011,MALMO PLAINS,Q1,3,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MALMO PLAINS,Q2,4,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MALMO PLAINS,Q2,5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MALMO PLAINS,Q2,6,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
2011,MALMO PLAINS,Q3,7,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2011,MALMO PLAINS,Q3,8,1.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0
2011,MALMO PLAINS,Q3,9,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2011,MALMO PLAINS,Q4,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MALMO PLAINS,Q4,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MALMO PLAINS,Q4,12,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2011,MAPLE RIDGE,Q1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MAPLE RIDGE,Q1,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2011,MAPLE RIDGE,Q2,4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,MAPLE RIDGE,Q2,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MAPLE RIDGE,Q2,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MAPLE RIDGE,Q3,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MAPLE RIDGE,Q3,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MAPLE RIDGE,Q3,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MAPLE RIDGE,Q4,12,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MAPLE RIDGE INDUSTRIAL,Q2,5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MAPLE RIDGE INDUSTRIAL,Q2,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MAPLE RIDGE INDUSTRIAL,Q3,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,MAPLE RIDGE INDUSTRIAL,Q3,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MAPLE RIDGE INDUSTRIAL,Q4,12,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0
2011,MATT BERRY,Q1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MATT BERRY,Q1,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2011,MATT BERRY,Q1,3,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
2011,MATT BERRY,Q2,4,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MATT BERRY,Q2,5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,MATT BERRY,Q2,6,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,MATT BERRY,Q3,7,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0
2011,MATT BERRY,Q3,8,0.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0
2011,MATT BERRY,Q4,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MATT BERRY,Q4,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,MAYFIELD,Q1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MAYFIELD,Q1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,MAYFIELD,Q1,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011,MAYFIELD,Q2,4,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
2011,MAYFIELD,Q2,5,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
2011,MAYFIELD,Q2,6,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
2011,MAYFIELD,Q3,7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2011,MAYFIELD,Q3,8,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
2011,MAYFIELD,Q3,9,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,MAYFIELD,Q4,10,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2011,MAYFIELD,Q4,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MAYLIEWAN,Q1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MAYLIEWAN,Q1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MAYLIEWAN,Q1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,MAYLIEWAN,Q2,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,MAYLIEWAN,Q2,5,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
2011,MAYLIEWAN,Q2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MAYLIEWAN,Q3,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MAYLIEWAN,Q3,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MAYLIEWAN,Q3,9,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
2011,MAYLIEWAN,Q4,10,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MAYLIEWAN,Q4,11,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MAYLIEWAN,Q4,12,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0
2011,MCARTHUR INDUSTRIAL,Q1,1,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MCARTHUR INDUSTRIAL,Q2,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MCARTHUR INDUSTRIAL,Q2,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2011,MCARTHUR INDUSTRIAL,Q2,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MCARTHUR INDUSTRIAL,Q3,7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MCARTHUR INDUSTRIAL,Q3,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MCARTHUR INDUSTRIAL,Q4,10,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MCARTHUR INDUSTRIAL,Q4,12,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MCCAULEY,Q1,1,8.0,4.0,0.0,4.0,1.0,7.0,3.0,0.0
2011,MCCAULEY,Q1,2,17.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0
2011,MCCAULEY,Q1,3,15.0,0.0,1.0,3.0,1.0,6.0,5.0,0.0
2011,MCCAULEY,Q2,4,16.0,4.0,1.0,7.0,1.0,4.0,4.0,0.0
2011,MCCAULEY,Q2,5,20.0,12.0,0.0,12.0,0.0,6.0,3.0,1.0
2011,MCCAULEY,Q2,6,27.0,6.0,1.0,3.0,2.0,4.0,3.0,0.0
2011,MCCAULEY,Q3,7,16.0,20.0,1.0,9.0,2.0,8.0,14.0,0.0
2011,MCCAULEY,Q3,8,19.0,11.0,0.0,5.0,2.0,6.0,5.0,0.0
2011,MCCAULEY,Q3,9,20.0,6.0,0.0,4.0,1.0,6.0,0.0,0.0
2011,MCCAULEY,Q4,10,24.0,5.0,0.0,2.0,2.0,10.0,5.0,1.0
2011,MCCAULEY,Q4,11,14.0,1.0,0.0,2.0,5.0,11.0,7.0,1.0
2011,MCCAULEY,Q4,12,11.0,2.0,0.0,5.0,0.0,9.0,6.0,0.0
2011,MCCONACHIE AREA,Q1,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MCCONACHIE AREA,Q2,6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MCCONACHIE AREA,Q3,9,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,MCCONACHIE AREA,Q4,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MCINTYRE INDUSTRIAL,Q1,1,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0
2011,MCINTYRE INDUSTRIAL,Q1,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MCINTYRE INDUSTRIAL,Q1,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,MCINTYRE INDUSTRIAL,Q2,4,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,MCINTYRE INDUSTRIAL,Q2,5,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0
2011,MCINTYRE INDUSTRIAL,Q2,6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2011,MCINTYRE INDUSTRIAL,Q3,7,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
2011,MCINTYRE INDUSTRIAL,Q3,9,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2011,MCINTYRE INDUSTRIAL,Q4,10,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
2011,MCINTYRE INDUSTRIAL,Q4,11,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MCINTYRE INDUSTRIAL,Q4,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MCKERNAN,Q1,1,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
2011,MCKERNAN,Q1,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2011,MCKERNAN,Q1,3,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MCKERNAN,Q2,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,MCKERNAN,Q2,5,0.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0
2011,MCKERNAN,Q2,6,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0
2011,MCKERNAN,Q3,7,1.0,2.0,0.0,0.0,2.0,5.0,3.0,0.0
2011,MCKERNAN,Q3,8,2.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0
2011,MCKERNAN,Q3,9,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,MCKERNAN,Q4,10,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,MCKERNAN,Q4,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MCKERNAN,Q4,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MCLEOD,Q1,1,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MCLEOD,Q1,2,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
2011,MCLEOD,Q1,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MCLEOD,Q2,4,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
2011,MCLEOD,Q2,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2011,MCLEOD,Q2,6,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0
2011,MCLEOD,Q3,7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,MCLEOD,Q3,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MCLEOD,Q3,9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2011,MCLEOD,Q4,10,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,MCLEOD,Q4,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MCLEOD,Q4,12,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
2011,MCNAMARA INDUSTRIAL,Q1,3,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MCNAMARA INDUSTRIAL,Q2,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MCNAMARA INDUSTRIAL,Q2,5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2011,MCNAMARA INDUSTRIAL,Q2,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,MCNAMARA INDUSTRIAL,Q3,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MCNAMARA INDUSTRIAL,Q3,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,MCNAMARA INDUSTRIAL,Q3,9,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MCNAMARA INDUSTRIAL,Q4,10,1.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0
2011,MCNAMARA INDUSTRIAL,Q4,11,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0
2011,MCQUEEN,Q1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MCQUEEN,Q1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011,MCQUEEN,Q1,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011,MCQUEEN,Q2,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,MCQUEEN,Q2,5,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
2011,MCQUEEN,Q2,6,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2011,MCQUEEN,Q3,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MCQUEEN,Q3,8,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
2011,MCQUEEN,Q3,9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MCQUEEN,Q4,10,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
2011,MCQUEEN,Q4,11,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,MCQUEEN,Q4,12,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MEADOWLARK PARK,Q1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MEADOWLARK PARK,Q1,2,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2011,MEADOWLARK PARK,Q1,3,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MEADOWLARK PARK,Q2,4,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,MEADOWLARK PARK,Q2,5,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MEADOWLARK PARK,Q2,6,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0
2011,MEADOWLARK PARK,Q3,7,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
2011,MEADOWLARK PARK,Q3,8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2011,MEADOWLARK PARK,Q3,9,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MEADOWLARK PARK,Q4,10,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,MEADOWLARK PARK,Q4,11,0.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0
2011,MEADOWLARK PARK,Q4,12,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0
2011,MENISA,Q1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2011,MENISA,Q1,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MENISA,Q1,3,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,MENISA,Q2,4,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MENISA,Q2,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,MENISA,Q2,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,MENISA,Q3,7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2011,MENISA,Q3,8,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
2011,MENISA,Q3,9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MENISA,Q4,10,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MENISA,Q4,11,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0
2011,MENISA,Q4,12,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MEYOKUMIN,Q1,1,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,MEYOKUMIN,Q1,2,1.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0
2011,MEYOKUMIN,Q1,3,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
2011,MEYOKUMIN,Q2,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MEYOKUMIN,Q2,5,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
2011,MEYOKUMIN,Q2,6,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2011,MEYOKUMIN,Q3,7,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MEYOKUMIN,Q3,8,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MEYOKUMIN,Q3,9,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
2011,MEYOKUMIN,Q4,10,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
2011,MEYOKUMIN,Q4,11,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,MEYOKUMIN,Q4,12,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,MEYONOHK,Q1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,MEYONOHK,Q1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MEYONOHK,Q2,4,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0
2011,MEYONOHK,Q2,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MEYONOHK,Q2,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MEYONOHK,Q3,7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MEYONOHK,Q3,8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2011,MEYONOHK,Q4,10,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0
2011,MEYONOHK,Q4,11,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MEYONOHK,Q4,12,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,MICHAELS PARK,Q1,1,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2011,MICHAELS PARK,Q1,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,MICHAELS PARK,Q1,3,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
2011,MICHAELS PARK,Q2,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2011,MICHAELS PARK,Q2,5,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MICHAELS PARK,Q2,6,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
2011,MICHAELS PARK,Q3,7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MICHAELS PARK,Q3,8,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MICHAELS PARK,Q3,9,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0
2011,MICHAELS PARK,Q4,10,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MICHAELS PARK,Q4,11,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2011,MICHAELS PARK,Q4,12,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0
2011,MILL CREEK RAVINE NORTH,Q2,4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MILL CREEK RAVINE NORTH,Q2,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MILL CREEK RAVINE SOUTH,Q1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MILL CREEK RAVINE SOUTH,Q2,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MILL CREEK RAVINE SOUTH,Q4,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MILL CREEK RAVINE SOUTH,Q4,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MILL WOODS GOLF COURSE,Q1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MILL WOODS GOLF COURSE,Q3,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,MILL WOODS GOLF COURSE,Q4,12,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2011,MILL WOODS PARK,Q1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MILL WOODS PARK,Q1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,MILL WOODS PARK,Q2,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2011,MILL WOODS PARK,Q2,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MILL WOODS PARK,Q2,6,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2011,MILL WOODS PARK,Q3,7,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2011,MILL WOODS PARK,Q3,8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,MILL WOODS PARK,Q3,9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,MILL WOODS PARK,Q4,10,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
