Canadian Citizen,Month,Neighbourhood Name,Neighbourhood Number,No Response(Citizen),Non-Canadian Citizen,Quarter,Refugee,WARD,Year
3267,1,KILLARNEY,2420,345,402,1,0,Ward 7,2012
3267,2,KILLARNEY,2420,345,402,1,0,Ward 7,2012
3267,3,KILLARNEY,2420,345,402,1,0,Ward 7,2012
3267,4,KILLARNEY,2420,345,402,2,0,Ward 7,2012
3267,5,KILLARNEY,2420,345,402,2,0,Ward 7,2012
3267,6,KILLARNEY,2420,345,402,2,0,Ward 7,2012
3267,7,KILLARNEY,2420,345,402,3,0,Ward 7,2012
3267,8,KILLARNEY,2420,345,402,3,0,Ward 7,2012
3267,9,KILLARNEY,2420,345,402,3,0,Ward 7,2012
3267,10,KILLARNEY,2420,345,402,4,0,Ward 7,2012
3267,11,KILLARNEY,2420,345,402,4,0,Ward 7,2012
3267,12,KILLARNEY,2420,345,402,4,0,Ward 7,2012
2862,1,MONTROSE,2550,239,148,1,0,Ward 7,2012
2862,2,MONTROSE,2550,239,148,1,0,Ward 7,2012
2862,3,MONTROSE,2550,239,148,1,0,Ward 7,2012
2862,4,MONTROSE,2550,239,148,2,0,Ward 7,2012
2862,5,MONTROSE,2550,239,148,2,0,Ward 7,2012
2862,6,MONTROSE,2550,239,148,2,0,Ward 7,2012
2862,7,MONTROSE,2550,239,148,3,0,Ward 7,2012
2862,8,MONTROSE,2550,239,148,3,0,Ward 7,2012
2862,9,MONTROSE,2550,239,148,3,0,Ward 7,2012
2862,10,MONTROSE,2550,239,148,4,0,Ward 7,2012
2862,11,MONTROSE,2550,239,148,4,0,Ward 7,2012
2862,12,MONTROSE,2550,239,148,4,0,Ward 7,2012
2657,1,NEWTON,2560,189,64,1,0,Ward 7,2012
2657,2,NEWTON,2560,189,64,1,0,Ward 7,2012
2657,3,NEWTON,2560,189,64,1,0,Ward 7,2012
2657,4,NEWTON,2560,189,64,2,0,Ward 7,2012
2657,5,NEWTON,2560,189,64,2,0,Ward 7,2012
2657,6,NEWTON,2560,189,64,2,0,Ward 7,2012
2657,7,NEWTON,2560,189,64,3,0,Ward 7,2012
2657,8,NEWTON,2560,189,64,3,0,Ward 7,2012
2657,9,NEWTON,2560,189,64,3,0,Ward 7,2012
2657,10,NEWTON,2560,189,64,4,0,Ward 7,2012
2657,11,NEWTON,2560,189,64,4,0,Ward 7,2012
2657,12,NEWTON,2560,189,64,4,0,Ward 7,2012
2620,1,NORTHMOUNT,2580,416,211,1,0,Ward 7,2012
2620,2,NORTHMOUNT,2580,416,211,1,0,Ward 7,2012
2620,3,NORTHMOUNT,2580,416,211,1,0,Ward 7,2012
2620,4,NORTHMOUNT,2580,416,211,2,0,Ward 7,2012
2620,5,NORTHMOUNT,2580,416,211,2,0,Ward 7,2012
2620,6,NORTHMOUNT,2580,416,211,2,0,Ward 7,2012
2620,7,NORTHMOUNT,2580,416,211,3,0,Ward 7,2012
2620,8,NORTHMOUNT,2580,416,211,3,0,Ward 7,2012
2620,9,NORTHMOUNT,2580,416,211,3,0,Ward 7,2012
2620,10,NORTHMOUNT,2580,416,211,4,0,Ward 7,2012
2620,11,NORTHMOUNT,2580,416,211,4,0,Ward 7,2012
2620,12,NORTHMOUNT,2580,416,211,4,0,Ward 7,2012
2777,1,PARKDALE,1160,234,194,1,0,Ward 7,2012
2777,2,PARKDALE,1160,234,194,1,0,Ward 7,2012
2777,3,PARKDALE,1160,234,194,1,0,Ward 7,2012
2777,4,PARKDALE,1160,234,194,2,0,Ward 7,2012
2777,5,PARKDALE,1160,234,194,2,0,Ward 7,2012
2777,6,PARKDALE,1160,234,194,2,0,Ward 7,2012
2777,7,PARKDALE,1160,234,194,3,0,Ward 7,2012
2777,8,PARKDALE,1160,234,194,3,0,Ward 7,2012
2777,9,PARKDALE,1160,234,194,3,0,Ward 7,2012
2777,10,PARKDALE,1160,234,194,4,0,Ward 7,2012
2777,11,PARKDALE,1160,234,194,4,0,Ward 7,2012
2777,12,PARKDALE,1160,234,194,4,0,Ward 7,2012
0,1,RIVER VALLEY HIGHLANDS,2640,0,0,1,0,Ward 7,2012
0,2,RIVER VALLEY HIGHLANDS,2640,0,0,1,0,Ward 7,2012
0,3,RIVER VALLEY HIGHLANDS,2640,0,0,1,0,Ward 7,2012
0,4,RIVER VALLEY HIGHLANDS,2640,0,0,2,0,Ward 7,2012
0,5,RIVER VALLEY HIGHLANDS,2640,0,0,2,0,Ward 7,2012
0,6,RIVER VALLEY HIGHLANDS,2640,0,0,2,0,Ward 7,2012
0,7,RIVER VALLEY HIGHLANDS,2640,0,0,3,0,Ward 7,2012
0,8,RIVER VALLEY HIGHLANDS,2640,0,0,3,0,Ward 7,2012
0,9,RIVER VALLEY HIGHLANDS,2640,0,0,3,0,Ward 7,2012
0,10,RIVER VALLEY HIGHLANDS,2640,0,0,4,0,Ward 7,2012
0,11,RIVER VALLEY HIGHLANDS,2640,0,0,4,0,Ward 7,2012
0,12,RIVER VALLEY HIGHLANDS,2640,0,0,4,0,Ward 7,2012
0,1,RIVER VALLEY KINNAIRD,1190,0,0,1,0,Ward 7,2012
0,2,RIVER VALLEY KINNAIRD,1190,0,0,1,0,Ward 7,2012
0,3,RIVER VALLEY KINNAIRD,1190,0,0,1,0,Ward 7,2012
0,4,RIVER VALLEY KINNAIRD,1190,0,0,2,0,Ward 7,2012
0,5,RIVER VALLEY KINNAIRD,1190,0,0,2,0,Ward 7,2012
0,6,RIVER VALLEY KINNAIRD,1190,0,0,2,0,Ward 7,2012
0,7,RIVER VALLEY KINNAIRD,1190,0,0,3,0,Ward 7,2012
0,8,RIVER VALLEY KINNAIRD,1190,0,0,3,0,Ward 7,2012
0,9,RIVER VALLEY KINNAIRD,1190,0,0,3,0,Ward 7,2012
0,10,RIVER VALLEY KINNAIRD,1190,0,0,4,0,Ward 7,2012
0,11,RIVER VALLEY KINNAIRD,1190,0,0,4,0,Ward 7,2012
0,12,RIVER VALLEY KINNAIRD,1190,0,0,4,0,Ward 7,2012
0,1,RIVER VALLEY RUNDLE,2650,0,0,1,0,Ward 7,2012
0,2,RIVER VALLEY RUNDLE,2650,0,0,1,0,Ward 7,2012
0,3,RIVER VALLEY RUNDLE,2650,0,0,1,0,Ward 7,2012
0,4,RIVER VALLEY RUNDLE,2650,0,0,2,0,Ward 7,2012
0,5,RIVER VALLEY RUNDLE,2650,0,0,2,0,Ward 7,2012
0,6,RIVER VALLEY RUNDLE,2650,0,0,2,0,Ward 7,2012
0,7,RIVER VALLEY RUNDLE,2650,0,0,3,0,Ward 7,2012
0,8,RIVER VALLEY RUNDLE,2650,0,0,3,0,Ward 7,2012
0,9,RIVER VALLEY RUNDLE,2650,0,0,3,0,Ward 7,2012
0,10,RIVER VALLEY RUNDLE,2650,0,0,4,0,Ward 7,2012
0,11,RIVER VALLEY RUNDLE,2650,0,0,4,0,Ward 7,2012
0,12,RIVER VALLEY RUNDLE,2650,0,0,4,0,Ward 7,2012
2812,1,RUNDLE HEIGHTS,2660,376,171,1,0,Ward 7,2012
2812,2,RUNDLE HEIGHTS,2660,376,171,1,0,Ward 7,2012
2812,3,RUNDLE HEIGHTS,2660,376,171,1,0,Ward 7,2012
2812,4,RUNDLE HEIGHTS,2660,376,171,2,0,Ward 7,2012
2812,5,RUNDLE HEIGHTS,2660,376,171,2,0,Ward 7,2012
2812,6,RUNDLE HEIGHTS,2660,376,171,2,0,Ward 7,2012
2812,7,RUNDLE HEIGHTS,2660,376,171,3,0,Ward 7,2012
2812,8,RUNDLE HEIGHTS,2660,376,171,3,0,Ward 7,2012
2812,9,RUNDLE HEIGHTS,2660,376,171,3,0,Ward 7,2012
2812,10,RUNDLE HEIGHTS,2660,376,171,4,0,Ward 7,2012
2812,11,RUNDLE HEIGHTS,2660,376,171,4,0,Ward 7,2012
2812,12,RUNDLE HEIGHTS,2660,376,171,4,0,Ward 7,2012
653,1,VIRGINIA PARK,1240,118,22,1,0,Ward 7,2012
653,2,VIRGINIA PARK,1240,118,22,1,0,Ward 7,2012
653,3,VIRGINIA PARK,1240,118,22,1,0,Ward 7,2012
653,4,VIRGINIA PARK,1240,118,22,2,0,Ward 7,2012
653,5,VIRGINIA PARK,1240,118,22,2,0,Ward 7,2012
653,6,VIRGINIA PARK,1240,118,22,2,0,Ward 7,2012
653,7,VIRGINIA PARK,1240,118,22,3,0,Ward 7,2012
653,8,VIRGINIA PARK,1240,118,22,3,0,Ward 7,2012
653,9,VIRGINIA PARK,1240,118,22,3,0,Ward 7,2012
653,10,VIRGINIA PARK,1240,118,22,4,0,Ward 7,2012
653,11,VIRGINIA PARK,1240,118,22,4,0,Ward 7,2012
653,12,VIRGINIA PARK,1240,118,22,4,0,Ward 7,2012
0,1,YELLOWHEAD CORRIDOR EAST,1270,0,0,1,0,Ward 7,2012
0,2,YELLOWHEAD CORRIDOR EAST,1270,0,0,1,0,Ward 7,2012
0,3,YELLOWHEAD CORRIDOR EAST,1270,0,0,1,0,Ward 7,2012
0,4,YELLOWHEAD CORRIDOR EAST,1270,0,0,2,0,Ward 7,2012
0,5,YELLOWHEAD CORRIDOR EAST,1270,0,0,2,0,Ward 7,2012
0,6,YELLOWHEAD CORRIDOR EAST,1270,0,0,2,0,Ward 7,2012
0,7,YELLOWHEAD CORRIDOR EAST,1270,0,0,3,0,Ward 7,2012
0,8,YELLOWHEAD CORRIDOR EAST,1270,0,0,3,0,Ward 7,2012
0,9,YELLOWHEAD CORRIDOR EAST,1270,0,0,3,0,Ward 7,2012
0,10,YELLOWHEAD CORRIDOR EAST,1270,0,0,4,0,Ward 7,2012
0,11,YELLOWHEAD CORRIDOR EAST,1270,0,0,4,0,Ward 7,2012
0,12,YELLOWHEAD CORRIDOR EAST,1270,0,0,4,0,Ward 7,2012
1810,1,BELGRAVIA,5040,214,117,1,0,Ward 8,2012
1810,2,BELGRAVIA,5040,214,117,1,0,Ward 8,2012
1810,3,BELGRAVIA,5040,214,117,1,0,Ward 8,2012
1810,4,BELGRAVIA,5040,214,117,2,0,Ward 8,2012
1810,5,BELGRAVIA,5040,214,117,2,0,Ward 8,2012
1810,6,BELGRAVIA,5040,214,117,2,0,Ward 8,2012
1810,7,BELGRAVIA,5040,214,117,3,0,Ward 8,2012
1810,8,BELGRAVIA,5040,214,117,3,0,Ward 8,2012
1810,9,BELGRAVIA,5040,214,117,3,0,Ward 8,2012
1810,10,BELGRAVIA,5040,214,117,4,0,Ward 8,2012
1810,11,BELGRAVIA,5040,214,117,4,0,Ward 8,2012
1810,12,BELGRAVIA,5040,214,117,4,0,Ward 8,2012
3773,1,BONNIE DOON,6040,532,245,1,0,Ward 8,2012
3773,2,BONNIE DOON,6040,532,245,1,0,Ward 8,2012
3773,3,BONNIE DOON,6040,532,245,1,0,Ward 8,2012
3773,4,BONNIE DOON,6040,532,245,2,0,Ward 8,2012
3773,5,BONNIE DOON,6040,532,245,2,0,Ward 8,2012
3773,6,BONNIE DOON,6040,532,245,2,0,Ward 8,2012
3773,7,BONNIE DOON,6040,532,245,3,0,Ward 8,2012
3773,8,BONNIE DOON,6040,532,245,3,0,Ward 8,2012
3773,9,BONNIE DOON,6040,532,245,3,0,Ward 8,2012
3773,10,BONNIE DOON,6040,532,245,4,0,Ward 8,2012
3773,11,BONNIE DOON,6040,532,245,4,0,Ward 8,2012
3773,12,BONNIE DOON,6040,532,245,4,0,Ward 8,2012
2513,1,CAPILANO,6061,144,35,1,0,Ward 8,2012
2513,2,CAPILANO,6061,144,35,1,0,Ward 8,2012
2513,3,CAPILANO,6061,144,35,1,0,Ward 8,2012
2513,4,CAPILANO,6061,144,35,2,0,Ward 8,2012
2513,5,CAPILANO,6061,144,35,2,0,Ward 8,2012
2513,6,CAPILANO,6061,144,35,2,0,Ward 8,2012
2513,7,CAPILANO,6061,144,35,3,0,Ward 8,2012
2513,8,CAPILANO,6061,144,35,3,0,Ward 8,2012
2513,9,CAPILANO,6061,144,35,3,0,Ward 8,2012
2513,10,CAPILANO,6061,144,35,4,0,Ward 8,2012
2513,11,CAPILANO,6061,144,35,4,0,Ward 8,2012
2513,12,CAPILANO,6061,144,35,4,0,Ward 8,2012
776,1,CLOVERDALE,6070,70,39,1,0,Ward 8,2012
776,2,CLOVERDALE,6070,70,39,1,0,Ward 8,2012
776,3,CLOVERDALE,6070,70,39,1,0,Ward 8,2012
776,4,CLOVERDALE,6070,70,39,2,0,Ward 8,2012
776,5,CLOVERDALE,6070,70,39,2,0,Ward 8,2012
776,6,CLOVERDALE,6070,70,39,2,0,Ward 8,2012
776,7,CLOVERDALE,6070,70,39,3,0,Ward 8,2012
776,8,CLOVERDALE,6070,70,39,3,0,Ward 8,2012
776,9,CLOVERDALE,6070,70,39,3,0,Ward 8,2012
776,10,CLOVERDALE,6070,70,39,4,0,Ward 8,2012
776,11,CLOVERDALE,6070,70,39,4,0,Ward 8,2012
776,12,CLOVERDALE,6070,70,39,4,0,Ward 8,2012
0,1,CPR WEST,5150,0,0,1,0,Ward 8,2012
0,2,CPR WEST,5150,0,0,1,0,Ward 8,2012
0,3,CPR WEST,5150,0,0,1,0,Ward 8,2012
0,4,CPR WEST,5150,0,0,2,0,Ward 8,2012
0,5,CPR WEST,5150,0,0,2,0,Ward 8,2012
0,6,CPR WEST,5150,0,0,2,0,Ward 8,2012
0,7,CPR WEST,5150,0,0,3,0,Ward 8,2012
0,8,CPR WEST,5150,0,0,3,0,Ward 8,2012
0,9,CPR WEST,5150,0,0,3,0,Ward 8,2012
0,10,CPR WEST,5150,0,0,4,0,Ward 8,2012
0,11,CPR WEST,5150,0,0,4,0,Ward 8,2012
0,12,CPR WEST,5150,0,0,4,0,Ward 8,2012
0,1,EASTGATE BUSINESS PARK,6180,0,0,1,0,Ward 8,2012
0,2,EASTGATE BUSINESS PARK,6180,0,0,1,0,Ward 8,2012
0,3,EASTGATE BUSINESS PARK,6180,0,0,1,0,Ward 8,2012
0,4,EASTGATE BUSINESS PARK,6180,0,0,2,0,Ward 8,2012
0,5,EASTGATE BUSINESS PARK,6180,0,0,2,0,Ward 8,2012
0,6,EASTGATE BUSINESS PARK,6180,0,0,2,0,Ward 8,2012
0,7,EASTGATE BUSINESS PARK,6180,0,0,3,0,Ward 8,2012
0,8,EASTGATE BUSINESS PARK,6180,0,0,3,0,Ward 8,2012
0,9,EASTGATE BUSINESS PARK,6180,0,0,3,0,Ward 8,2012
0,10,EASTGATE BUSINESS PARK,6180,0,0,4,0,Ward 8,2012
0,11,EASTGATE BUSINESS PARK,6180,0,0,4,0,Ward 8,2012
0,12,EASTGATE BUSINESS PARK,6180,0,0,4,0,Ward 8,2012
2941,1,FOREST HEIGHTS,6230,925,129,1,0,Ward 8,2012
2941,2,FOREST HEIGHTS,6230,925,129,1,0,Ward 8,2012
2941,3,FOREST HEIGHTS,6230,925,129,1,0,Ward 8,2012
2941,4,FOREST HEIGHTS,6230,925,129,2,0,Ward 8,2012
2941,5,FOREST HEIGHTS,6230,925,129,2,0,Ward 8,2012
2941,6,FOREST HEIGHTS,6230,925,129,2,0,Ward 8,2012
2941,7,FOREST HEIGHTS,6230,925,129,3,0,Ward 8,2012
2941,8,FOREST HEIGHTS,6230,925,129,3,0,Ward 8,2012
2941,9,FOREST HEIGHTS,6230,925,129,3,0,Ward 8,2012
2941,10,FOREST HEIGHTS,6230,925,129,4,0,Ward 8,2012
2941,11,FOREST HEIGHTS,6230,925,129,4,0,Ward 8,2012
2941,12,FOREST HEIGHTS,6230,925,129,4,0,Ward 8,2012
2125,1,FULTON PLACE,6240,27,92,1,0,Ward 8,2012
2125,2,FULTON PLACE,6240,27,92,1,0,Ward 8,2012
2125,3,FULTON PLACE,6240,27,92,1,0,Ward 8,2012
2125,4,FULTON PLACE,6240,27,92,2,0,Ward 8,2012
2125,5,FULTON PLACE,6240,27,92,2,0,Ward 8,2012
2125,6,FULTON PLACE,6240,27,92,2,0,Ward 8,2012
2125,7,FULTON PLACE,6240,27,92,3,0,Ward 8,2012
2125,8,FULTON PLACE,6240,27,92,3,0,Ward 8,2012
2125,9,FULTON PLACE,6240,27,92,3,0,Ward 8,2012
2125,10,FULTON PLACE,6240,27,92,4,0,Ward 8,2012
2125,11,FULTON PLACE,6240,27,92,4,0,Ward 8,2012
2125,12,FULTON PLACE,6240,27,92,4,0,Ward 8,2012
5755,1,GARNEAU,5200,1999,1894,1,0,Ward 8,2012
5755,2,GARNEAU,5200,1999,1894,1,0,Ward 8,2012
5755,3,GARNEAU,5200,1999,1894,1,0,Ward 8,2012
5755,4,GARNEAU,5200,1999,1894,2,0,Ward 8,2012
5755,5,GARNEAU,5200,1999,1894,2,0,Ward 8,2012
5755,6,GARNEAU,5200,1999,1894,2,0,Ward 8,2012
5755,7,GARNEAU,5200,1999,1894,3,0,Ward 8,2012
5755,8,GARNEAU,5200,1999,1894,3,0,Ward 8,2012
5755,9,GARNEAU,5200,1999,1894,3,0,Ward 8,2012
5755,10,GARNEAU,5200,1999,1894,4,0,Ward 8,2012
5755,11,GARNEAU,5200,1999,1894,4,0,Ward 8,2012
5755,12,GARNEAU,5200,1999,1894,4,0,Ward 8,2012
2623,1,GOLD BAR,6270,57,160,1,0,Ward 8,2012
2623,2,GOLD BAR,6270,57,160,1,0,Ward 8,2012
2623,3,GOLD BAR,6270,57,160,1,0,Ward 8,2012
2623,4,GOLD BAR,6270,57,160,2,0,Ward 8,2012
2623,5,GOLD BAR,6270,57,160,2,0,Ward 8,2012
2623,6,GOLD BAR,6270,57,160,2,0,Ward 8,2012
2623,7,GOLD BAR,6270,57,160,3,0,Ward 8,2012
2623,8,GOLD BAR,6270,57,160,3,0,Ward 8,2012
2623,9,GOLD BAR,6270,57,160,3,0,Ward 8,2012
2623,10,GOLD BAR,6270,57,160,4,0,Ward 8,2012
2623,11,GOLD BAR,6270,57,160,4,0,Ward 8,2012
2623,12,GOLD BAR,6270,57,160,4,0,Ward 8,2012
2943,1,HOLYROOD,6310,279,113,1,0,Ward 8,2012
2943,2,HOLYROOD,6310,279,113,1,0,Ward 8,2012
2943,3,HOLYROOD,6310,279,113,1,0,Ward 8,2012
2943,4,HOLYROOD,6310,279,113,2,0,Ward 8,2012
2943,5,HOLYROOD,6310,279,113,2,0,Ward 8,2012
2943,6,HOLYROOD,6310,279,113,2,0,Ward 8,2012
2943,7,HOLYROOD,6310,279,113,3,0,Ward 8,2012
2943,8,HOLYROOD,6310,279,113,3,0,Ward 8,2012
2943,9,HOLYROOD,6310,279,113,3,0,Ward 8,2012
2943,10,HOLYROOD,6310,279,113,4,0,Ward 8,2012
2943,11,HOLYROOD,6310,279,113,4,0,Ward 8,2012
2943,12,HOLYROOD,6310,279,113,4,0,Ward 8,2012
1608,1,IDYLWYLDE,6320,55,115,1,0,Ward 8,2012
1608,2,IDYLWYLDE,6320,55,115,1,0,Ward 8,2012
1608,3,IDYLWYLDE,6320,55,115,1,0,Ward 8,2012
1608,4,IDYLWYLDE,6320,55,115,2,0,Ward 8,2012
1608,5,IDYLWYLDE,6320,55,115,2,0,Ward 8,2012
1608,6,IDYLWYLDE,6320,55,115,2,0,Ward 8,2012
1608,7,IDYLWYLDE,6320,55,115,3,0,Ward 8,2012
1608,8,IDYLWYLDE,6320,55,115,3,0,Ward 8,2012
1608,9,IDYLWYLDE,6320,55,115,3,0,Ward 8,2012
1608,10,IDYLWYLDE,6320,55,115,4,0,Ward 8,2012
1608,11,IDYLWYLDE,6320,55,115,4,0,Ward 8,2012
1608,12,IDYLWYLDE,6320,55,115,4,0,Ward 8,2012
2231,1,KENILWORTH,6350,189,87,1,0,Ward 8,2012
2231,2,KENILWORTH,6350,189,87,1,0,Ward 8,2012
2231,3,KENILWORTH,6350,189,87,1,0,Ward 8,2012
2231,4,KENILWORTH,6350,189,87,2,0,Ward 8,2012
2231,5,KENILWORTH,6350,189,87,2,0,Ward 8,2012
2231,6,KENILWORTH,6350,189,87,2,0,Ward 8,2012
2231,7,KENILWORTH,6350,189,87,3,0,Ward 8,2012
2231,8,KENILWORTH,6350,189,87,3,0,Ward 8,2012
2231,9,KENILWORTH,6350,189,87,3,0,Ward 8,2012
2231,10,KENILWORTH,6350,189,87,4,0,Ward 8,2012
2231,11,KENILWORTH,6350,189,87,4,0,Ward 8,2012
2231,12,KENILWORTH,6350,189,87,4,0,Ward 8,2012
0,1,LAMBTON INDUSTRIAL,6380,187,0,1,0,Ward 8,2012
0,2,LAMBTON INDUSTRIAL,6380,187,0,1,0,Ward 8,2012
0,3,LAMBTON INDUSTRIAL,6380,187,0,1,0,Ward 8,2012
0,4,LAMBTON INDUSTRIAL,6380,187,0,2,0,Ward 8,2012
0,5,LAMBTON INDUSTRIAL,6380,187,0,2,0,Ward 8,2012
0,6,LAMBTON INDUSTRIAL,6380,187,0,2,0,Ward 8,2012
0,7,LAMBTON INDUSTRIAL,6380,187,0,3,0,Ward 8,2012
0,8,LAMBTON INDUSTRIAL,6380,187,0,3,0,Ward 8,2012
0,9,LAMBTON INDUSTRIAL,6380,187,0,3,0,Ward 8,2012
0,10,LAMBTON INDUSTRIAL,6380,187,0,4,0,Ward 8,2012
0,11,LAMBTON INDUSTRIAL,6380,187,0,4,0,Ward 8,2012
0,12,LAMBTON INDUSTRIAL,6380,187,0,4,0,Ward 8,2012
2193,1,MCKERNAN,5290,353,271,1,0,Ward 8,2012
2193,2,MCKERNAN,5290,353,271,1,0,Ward 8,2012
2193,3,MCKERNAN,5290,353,271,1,0,Ward 8,2012
2193,4,MCKERNAN,5290,353,271,2,0,Ward 8,2012
2193,5,MCKERNAN,5290,353,271,2,0,Ward 8,2012
2193,6,MCKERNAN,5290,353,271,2,0,Ward 8,2012
2193,7,MCKERNAN,5290,353,271,3,0,Ward 8,2012
2193,8,MCKERNAN,5290,353,271,3,0,Ward 8,2012
2193,9,MCKERNAN,5290,353,271,3,0,Ward 8,2012
2193,10,MCKERNAN,5290,353,271,4,0,Ward 8,2012
2193,11,MCKERNAN,5290,353,271,4,0,Ward 8,2012
2193,12,MCKERNAN,5290,353,271,4,0,Ward 8,2012
0,1,MILL CREEK RAVINE NORTH,6491,0,0,1,0,Ward 8,2012
0,2,MILL CREEK RAVINE NORTH,6491,0,0,1,0,Ward 8,2012
0,3,MILL CREEK RAVINE NORTH,6491,0,0,1,0,Ward 8,2012
0,4,MILL CREEK RAVINE NORTH,6491,0,0,2,0,Ward 8,2012
0,5,MILL CREEK RAVINE NORTH,6491,0,0,2,0,Ward 8,2012
0,6,MILL CREEK RAVINE NORTH,6491,0,0,2,0,Ward 8,2012
0,7,MILL CREEK RAVINE NORTH,6491,0,0,3,0,Ward 8,2012
0,8,MILL CREEK RAVINE NORTH,6491,0,0,3,0,Ward 8,2012
0,9,MILL CREEK RAVINE NORTH,6491,0,0,3,0,Ward 8,2012
0,10,MILL CREEK RAVINE NORTH,6491,0,0,4,0,Ward 8,2012
0,11,MILL CREEK RAVINE NORTH,6491,0,0,4,0,Ward 8,2012
0,12,MILL CREEK RAVINE NORTH,6491,0,0,4,0,Ward 8,2012
5259,1,OTTEWELL,6550,424,186,1,0,Ward 8,2012
5259,2,OTTEWELL,6550,424,186,1,0,Ward 8,2012
5259,3,OTTEWELL,6550,424,186,1,0,Ward 8,2012
5259,4,OTTEWELL,6550,424,186,2,0,Ward 8,2012
5259,5,OTTEWELL,6550,424,186,2,0,Ward 8,2012
5259,6,OTTEWELL,6550,424,186,2,0,Ward 8,2012
5259,7,OTTEWELL,6550,424,186,3,0,Ward 8,2012
5259,8,OTTEWELL,6550,424,186,3,0,Ward 8,2012
5259,9,OTTEWELL,6550,424,186,3,0,Ward 8,2012
5259,10,OTTEWELL,6550,424,186,4,0,Ward 8,2012
5259,11,OTTEWELL,6550,424,186,4,0,Ward 8,2012
5259,12,OTTEWELL,6550,424,186,4,0,Ward 8,2012
3496,1,QUEEN ALEXANDRA,5330,610,588,1,0,Ward 8,2012
3496,2,QUEEN ALEXANDRA,5330,610,588,1,0,Ward 8,2012
3496,3,QUEEN ALEXANDRA,5330,610,588,1,0,Ward 8,2012
3496,4,QUEEN ALEXANDRA,5330,610,588,2,0,Ward 8,2012
3496,5,QUEEN ALEXANDRA,5330,610,588,2,0,Ward 8,2012
3496,6,QUEEN ALEXANDRA,5330,610,588,2,0,Ward 8,2012
3496,7,QUEEN ALEXANDRA,5330,610,588,3,0,Ward 8,2012
3496,8,QUEEN ALEXANDRA,5330,610,588,3,0,Ward 8,2012
3496,9,QUEEN ALEXANDRA,5330,610,588,3,0,Ward 8,2012
3496,10,QUEEN ALEXANDRA,5330,610,588,4,0,Ward 8,2012
3496,11,QUEEN ALEXANDRA,5330,610,588,4,0,Ward 8,2012
3496,12,QUEEN ALEXANDRA,5330,610,588,4,0,Ward 8,2012
0,1,RIVER VALLEY GOLD BAR,6620,0,0,1,0,Ward 8,2012
0,2,RIVER VALLEY GOLD BAR,6620,0,0,1,0,Ward 8,2012
0,3,RIVER VALLEY GOLD BAR,6620,0,0,1,0,Ward 8,2012
0,4,RIVER VALLEY GOLD BAR,6620,0,0,2,0,Ward 8,2012
0,5,RIVER VALLEY GOLD BAR,6620,0,0,2,0,Ward 8,2012
0,6,RIVER VALLEY GOLD BAR,6620,0,0,2,0,Ward 8,2012
0,7,RIVER VALLEY GOLD BAR,6620,0,0,3,0,Ward 8,2012
0,8,RIVER VALLEY GOLD BAR,6620,0,0,3,0,Ward 8,2012
0,9,RIVER VALLEY GOLD BAR,6620,0,0,3,0,Ward 8,2012
0,10,RIVER VALLEY GOLD BAR,6620,0,0,4,0,Ward 8,2012
0,11,RIVER VALLEY GOLD BAR,6620,0,0,4,0,Ward 8,2012
0,12,RIVER VALLEY GOLD BAR,6620,0,0,4,0,Ward 8,2012
0,1,RIVER VALLEY MAYFAIR,5370,0,0,1,0,Ward 8,2012
0,2,RIVER VALLEY MAYFAIR,5370,0,0,1,0,Ward 8,2012
0,3,RIVER VALLEY MAYFAIR,5370,0,0,1,0,Ward 8,2012
0,4,RIVER VALLEY MAYFAIR,5370,0,0,2,0,Ward 8,2012
0,5,RIVER VALLEY MAYFAIR,5370,0,0,2,0,Ward 8,2012
0,6,RIVER VALLEY MAYFAIR,5370,0,0,2,0,Ward 8,2012
0,7,RIVER VALLEY MAYFAIR,5370,0,0,3,0,Ward 8,2012
0,8,RIVER VALLEY MAYFAIR,5370,0,0,3,0,Ward 8,2012
0,9,RIVER VALLEY MAYFAIR,5370,0,0,3,0,Ward 8,2012
0,10,RIVER VALLEY MAYFAIR,5370,0,0,4,0,Ward 8,2012
0,11,RIVER VALLEY MAYFAIR,5370,0,0,4,0,Ward 8,2012
0,12,RIVER VALLEY MAYFAIR,5370,0,0,4,0,Ward 8,2012
0,1,RIVER VALLEY RIVERSIDE,6630,0,0,1,0,Ward 8,2012
0,2,RIVER VALLEY RIVERSIDE,6630,0,0,1,0,Ward 8,2012
0,3,RIVER VALLEY RIVERSIDE,6630,0,0,1,0,Ward 8,2012
0,4,RIVER VALLEY RIVERSIDE,6630,0,0,2,0,Ward 8,2012
0,5,RIVER VALLEY RIVERSIDE,6630,0,0,2,0,Ward 8,2012
0,6,RIVER VALLEY RIVERSIDE,6630,0,0,2,0,Ward 8,2012
0,7,RIVER VALLEY RIVERSIDE,6630,0,0,3,0,Ward 8,2012
0,8,RIVER VALLEY RIVERSIDE,6630,0,0,3,0,Ward 8,2012
0,9,RIVER VALLEY RIVERSIDE,6630,0,0,3,0,Ward 8,2012
0,10,RIVER VALLEY RIVERSIDE,6630,0,0,4,0,Ward 8,2012
0,11,RIVER VALLEY RIVERSIDE,6630,0,0,4,0,Ward 8,2012
0,12,RIVER VALLEY RIVERSIDE,6630,0,0,4,0,Ward 8,2012
0,1,RIVER VALLEY WALTERDALE,5390,0,0,1,0,Ward 8,2012
