NEIGHBOURHOOD,STRUCTURE_TYPE,OWNED,RENTED,NO_RESPONSE
CANOSSA,Rooming house/collective residence,0,0,0
CANOSSA,Hotel or motel,0,0,0
CANOSSA,Other residential,0,0,0
CANOSSA,No Response,0,0,0
CAPILANO,Single-detached house,1014,60,2
CAPILANO,Duplex/triplex/fourplex,0,0,0
CAPILANO,Row house,0,0,0
CAPILANO,Apartment with 5 or more stories,0,0,0
CAPILANO,Apartment with less than 5 stories,0,0,0
CAPILANO,Manufactured home/mobile home,0,0,0
CAPILANO,Rooming house/collective residence,0,0,0
CAPILANO,Hotel or motel,0,0,0
CAPILANO,Other residential,0,0,0
CAPILANO,No Response,0,0,0
CARLISLE,Single-detached house,658,66,20
CARLISLE,Duplex/triplex/fourplex,99,32,0
CARLISLE,Row house,83,263,2
CARLISLE,Apartment with 5 or more stories,0,0,0
CARLISLE,Apartment with less than 5 stories,0,130,0
CARLISLE,Manufactured home/mobile home,0,0,0
CARLISLE,Rooming house/collective residence,0,0,0
CARLISLE,Hotel or motel,0,0,0
CARLISLE,Other residential,0,0,0
CARLISLE,No Response,0,0,0
CARLTON,Single-detached house,502,20,23
CARLTON,Duplex/triplex/fourplex,86,9,4
CARLTON,Row house,11,17,1
CARLTON,Apartment with 5 or more stories,0,0,0
CARLTON,Apartment with less than 5 stories,7,2,0
CARLTON,Manufactured home/mobile home,2,0,0
CARLTON,Rooming house/collective residence,0,0,0
CARLTON,Hotel or motel,0,0,0
CARLTON,Other residential,0,0,0
CARLTON,No Response,0,0,0
CARTER CREST,Single-detached house,415,11,5
CARTER CREST,Duplex/triplex/fourplex,161,15,0
CARTER CREST,Row house,0,0,0
CARTER CREST,Apartment with 5 or more stories,0,0,0
CARTER CREST,Apartment with less than 5 stories,0,0,0
CARTER CREST,Manufactured home/mobile home,0,0,0
CARTER CREST,Rooming house/collective residence,0,0,0
CARTER CREST,Hotel or motel,0,0,0
CARTER CREST,Other residential,0,0,0
CARTER CREST,No Response,0,0,0
CASSELMAN,Single-detached house,347,13,0
CASSELMAN,Duplex/triplex/fourplex,0,0,0
CASSELMAN,Row house,442,230,2
CASSELMAN,Apartment with 5 or more stories,0,2,0
CASSELMAN,Apartment with less than 5 stories,88,272,1
CASSELMAN,Manufactured home/mobile home,0,0,0
CASSELMAN,Rooming house/collective residence,0,0,0
CASSELMAN,Hotel or motel,0,0,0
CASSELMAN,Other residential,0,0,0
CASSELMAN,No Response,0,0,0
CENTRAL MCDOUGALL,Single-detached house,57,70,0
CENTRAL MCDOUGALL,Duplex/triplex/fourplex,2,42,0
CENTRAL MCDOUGALL,Row house,113,42,0
CENTRAL MCDOUGALL,Apartment with 5 or more stories,1,121,0
CENTRAL MCDOUGALL,Apartment with less than 5 stories,152,2096,9
CENTRAL MCDOUGALL,Manufactured home/mobile home,0,0,0
CENTRAL MCDOUGALL,Rooming house/collective residence,0,14,0
CENTRAL MCDOUGALL,Hotel or motel,0,0,0
CENTRAL MCDOUGALL,Other residential,4,13,0
CENTRAL MCDOUGALL,No Response,0,0,0
CHAMBERY,Single-detached house,486,11,4
CHAMBERY,Duplex/triplex/fourplex,0,0,0
CHAMBERY,Row house,0,0,0
CHAMBERY,Apartment with 5 or more stories,0,0,0
CHAMBERY,Apartment with less than 5 stories,0,0,0
CHAMBERY,Manufactured home/mobile home,0,0,0
CHAMBERY,Rooming house/collective residence,0,0,0
CHAMBERY,Hotel or motel,0,0,0
CHAMBERY,Other residential,0,0,0
CHAMBERY,No Response,0,0,0
CHARLESWORTH,Single-detached house,310,31,16
CHARLESWORTH,Duplex/triplex/fourplex,63,24,4
CHARLESWORTH,Row house,0,0,0
CHARLESWORTH,Apartment with 5 or more stories,0,0,0
CHARLESWORTH,Apartment with less than 5 stories,32,1,2
CHARLESWORTH,Manufactured home/mobile home,0,0,0
CHARLESWORTH,Rooming house/collective residence,0,0,0
CHARLESWORTH,Hotel or motel,0,0,0
CHARLESWORTH,Other residential,0,0,0
CHARLESWORTH,No Response,0,0,0
CLAREVIEW BUSINESS PARK,Single-detached house,0,0,0
CLAREVIEW BUSINESS PARK,Duplex/triplex/fourplex,0,0,0
CLAREVIEW BUSINESS PARK,Row house,0,0,0
CLAREVIEW BUSINESS PARK,Apartment with 5 or more stories,0,0,0
CLAREVIEW BUSINESS PARK,Apartment with less than 5 stories,197,194,1
CLAREVIEW BUSINESS PARK,Manufactured home/mobile home,0,0,0
CLAREVIEW BUSINESS PARK,Rooming house/collective residence,0,0,0
CLAREVIEW BUSINESS PARK,Hotel or motel,0,0,0
CLAREVIEW BUSINESS PARK,Other residential,0,0,0
CLAREVIEW BUSINESS PARK,No Response,0,0,0
CLAREVIEW CAMPUS,Single-detached house,96,2,1
CLAREVIEW CAMPUS,Duplex/triplex/fourplex,91,25,1
CLAREVIEW CAMPUS,Row house,0,1,0
CLAREVIEW CAMPUS,Apartment with 5 or more stories,39,169,0
CLAREVIEW CAMPUS,Apartment with less than 5 stories,218,314,2
CLAREVIEW CAMPUS,Manufactured home/mobile home,0,0,0
CLAREVIEW CAMPUS,Rooming house/collective residence,0,0,0
CLAREVIEW CAMPUS,Hotel or motel,0,0,0
CLAREVIEW CAMPUS,Other residential,0,0,0
CLAREVIEW CAMPUS,No Response,0,0,0
CLOVERDALE,Single-detached house,123,40,1
CLOVERDALE,Duplex/triplex/fourplex,16,1,0
CLOVERDALE,Row house,39,9,0
CLOVERDALE,Apartment with 5 or more stories,0,0,0
CLOVERDALE,Apartment with less than 5 stories,119,47,1
CLOVERDALE,Manufactured home/mobile home,0,0,0
CLOVERDALE,Rooming house/collective residence,0,0,0
CLOVERDALE,Hotel or motel,0,0,0
CLOVERDALE,Other residential,0,0,0
CLOVERDALE,No Response,0,0,0
CORONET ADDITION INDUSTRIAL,Single-detached house,0,0,0
CORONET ADDITION INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
CORONET ADDITION INDUSTRIAL,Row house,0,0,0
CORONET ADDITION INDUSTRIAL,Apartment with 5 or more stories,0,0,0
CORONET ADDITION INDUSTRIAL,Apartment with less than 5 stories,0,0,0
CORONET ADDITION INDUSTRIAL,Manufactured home/mobile home,0,0,0
CORONET ADDITION INDUSTRIAL,Rooming house/collective residence,0,0,0
CORONET ADDITION INDUSTRIAL,Hotel or motel,0,0,0
CORONET ADDITION INDUSTRIAL,Other residential,0,0,0
CORONET ADDITION INDUSTRIAL,No Response,0,0,0
CORONET INDUSTRIAL,Single-detached house,0,0,0
CORONET INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
CORONET INDUSTRIAL,Row house,0,0,0
CORONET INDUSTRIAL,Apartment with 5 or more stories,0,0,0
CORONET INDUSTRIAL,Apartment with less than 5 stories,0,0,0
CORONET INDUSTRIAL,Manufactured home/mobile home,0,0,0
CORONET INDUSTRIAL,Rooming house/collective residence,0,0,0
CORONET INDUSTRIAL,Hotel or motel,0,0,0
CORONET INDUSTRIAL,Other residential,0,0,0
CORONET INDUSTRIAL,No Response,0,0,0
CPR IRVINE,Single-detached house,0,0,0
CPR IRVINE,Duplex/triplex/fourplex,0,0,0
CPR IRVINE,Row house,0,0,0
CPR IRVINE,Apartment with 5 or more stories,0,1,0
CPR IRVINE,Apartment with less than 5 stories,65,49,1
CPR IRVINE,Manufactured home/mobile home,0,0,0
CPR IRVINE,Rooming house/collective residence,0,0,0
CPR IRVINE,Hotel or motel,0,0,0
CPR IRVINE,Other residential,0,0,0
CPR IRVINE,No Response,0,0,0
CRAWFORD PLAINS,Single-detached house,984,100,2
CRAWFORD PLAINS,Duplex/triplex/fourplex,39,20,0
CRAWFORD PLAINS,Row house,76,72,0
CRAWFORD PLAINS,Apartment with 5 or more stories,0,0,0
CRAWFORD PLAINS,Apartment with less than 5 stories,25,100,2
CRAWFORD PLAINS,Manufactured home/mobile home,0,0,0
CRAWFORD PLAINS,Rooming house/collective residence,0,1,0
CRAWFORD PLAINS,Hotel or motel,0,0,0
CRAWFORD PLAINS,Other residential,0,0,0
CRAWFORD PLAINS,No Response,0,0,0
CRESTWOOD,Single-detached house,705,57,23
CRESTWOOD,Duplex/triplex/fourplex,2,1,0
CRESTWOOD,Row house,12,0,0
CRESTWOOD,Apartment with 5 or more stories,0,0,0
CRESTWOOD,Apartment with less than 5 stories,44,60,2
CRESTWOOD,Manufactured home/mobile home,0,0,0
CRESTWOOD,Rooming house/collective residence,1,0,0
CRESTWOOD,Hotel or motel,0,0,0
CRESTWOOD,Other residential,1,0,0
CRESTWOOD,No Response,0,0,0
CROMDALE,Single-detached house,124,42,1
CROMDALE,Duplex/triplex/fourplex,0,5,0
CROMDALE,Row house,0,0,0
CROMDALE,Apartment with 5 or more stories,143,44,0
CROMDALE,Apartment with less than 5 stories,141,655,3
CROMDALE,Manufactured home/mobile home,0,1,0
CROMDALE,Rooming house/collective residence,0,0,0
CROMDALE,Hotel or motel,0,0,0
CROMDALE,Other residential,1,0,0
CROMDALE,No Response,0,0,0
CUMBERLAND,Single-detached house,1577,80,15
CUMBERLAND,Duplex/triplex/fourplex,0,0,0
CUMBERLAND,Row house,2,178,0
CUMBERLAND,Apartment with 5 or more stories,0,0,0
CUMBERLAND,Apartment with less than 5 stories,160,38,6
CUMBERLAND,Manufactured home/mobile home,0,0,0
CUMBERLAND,Rooming house/collective residence,0,0,0
CUMBERLAND,Hotel or motel,0,0,0
CUMBERLAND,Other residential,0,0,0
CUMBERLAND,No Response,0,0,0
DALY GROVE,Single-detached house,704,97,6
DALY GROVE,Duplex/triplex/fourplex,54,39,2
DALY GROVE,Row house,88,100,2
DALY GROVE,Apartment with 5 or more stories,0,0,0
DALY GROVE,Apartment with less than 5 stories,1,111,0
DALY GROVE,Manufactured home/mobile home,0,0,0
DALY GROVE,Rooming house/collective residence,0,0,0
DALY GROVE,Hotel or motel,0,0,0
DALY GROVE,Other residential,0,0,0
DALY GROVE,No Response,0,0,0
DECHENE,Single-detached house,509,12,5
DECHENE,Duplex/triplex/fourplex,66,1,0
DECHENE,Row house,0,0,0
DECHENE,Apartment with 5 or more stories,0,0,0
DECHENE,Apartment with less than 5 stories,0,0,0
DECHENE,Manufactured home/mobile home,0,0,0
DECHENE,Rooming house/collective residence,0,0,0
DECHENE,Hotel or motel,0,0,0
DECHENE,Other residential,0,0,0
DECHENE,No Response,0,0,0
DELTON,Single-detached house,484,209,5
DELTON,Duplex/triplex/fourplex,43,67,4
DELTON,Row house,0,0,0
DELTON,Apartment with 5 or more stories,0,0,0
DELTON,Apartment with less than 5 stories,0,45,0
DELTON,Manufactured home/mobile home,0,0,0
DELTON,Rooming house/collective residence,0,1,0
DELTON,Hotel or motel,0,0,0
DELTON,Other residential,3,2,1
DELTON,No Response,0,0,0
DELWOOD,Single-detached house,1067,96,4
DELWOOD,Duplex/triplex/fourplex,51,40,0
DELWOOD,Row house,29,12,1
DELWOOD,Apartment with 5 or more stories,0,0,0
DELWOOD,Apartment with less than 5 stories,1,36,0
DELWOOD,Manufactured home/mobile home,0,0,0
DELWOOD,Rooming house/collective residence,0,0,0
DELWOOD,Hotel or motel,0,0,0
DELWOOD,Other residential,0,0,0
DELWOOD,No Response,0,0,0
DOMINION INDUSTRIAL,Single-detached house,0,0,0
DOMINION INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
DOMINION INDUSTRIAL,Row house,0,0,0
DOMINION INDUSTRIAL,Apartment with 5 or more stories,0,0,0
DOMINION INDUSTRIAL,Apartment with less than 5 stories,0,0,0
DOMINION INDUSTRIAL,Manufactured home/mobile home,0,0,0
DOMINION INDUSTRIAL,Rooming house/collective residence,0,0,0
DOMINION INDUSTRIAL,Hotel or motel,0,0,0
DOMINION INDUSTRIAL,Other residential,0,0,0
DOMINION INDUSTRIAL,No Response,0,0,0
DONSDALE,Single-detached house,321,3,1
DONSDALE,Duplex/triplex/fourplex,0,0,0
DONSDALE,Row house,0,0,0
DONSDALE,Apartment with 5 or more stories,0,0,0
DONSDALE,Apartment with less than 5 stories,0,135,0
DONSDALE,Manufactured home/mobile home,0,0,0
DONSDALE,Rooming house/collective residence,0,0,0
DONSDALE,Hotel or motel,0,0,0
DONSDALE,Other residential,0,0,0
DONSDALE,No Response,0,0,0
DOVERCOURT,Single-detached house,643,108,1
DOVERCOURT,Duplex/triplex/fourplex,7,15,0
DOVERCOURT,Row house,0,94,0
DOVERCOURT,Apartment with 5 or more stories,0,0,0
DOVERCOURT,Apartment with less than 5 stories,0,0,0
DOVERCOURT,Manufactured home/mobile home,0,0,0
DOVERCOURT,Rooming house/collective residence,0,0,0
DOVERCOURT,Hotel or motel,0,0,0
DOVERCOURT,Other residential,0,0,0
DOVERCOURT,No Response,0,0,0
DOWNTOWN,Single-detached house,12,55,2
DOWNTOWN,Duplex/triplex/fourplex,25,18,0
DOWNTOWN,Row house,1,2,0
DOWNTOWN,Apartment with 5 or more stories,1471,4290,117
DOWNTOWN,Apartment with less than 5 stories,253,578,12
DOWNTOWN,Manufactured home/mobile home,0,0,0
DOWNTOWN,Rooming house/collective residence,1,316,1
DOWNTOWN,Hotel or motel,0,6,0
DOWNTOWN,Other residential,0,0,0
DOWNTOWN,No Response,0,0,0
DUGGAN,Single-detached house,985,60,2
DUGGAN,Duplex/triplex/fourplex,0,0,0
DUGGAN,Row house,60,120,0
DUGGAN,Apartment with 5 or more stories,0,1,0
DUGGAN,Apartment with less than 5 stories,12,451,0
DUGGAN,Manufactured home/mobile home,0,0,0
DUGGAN,Rooming house/collective residence,0,1,0
DUGGAN,Hotel or motel,0,0,0
DUGGAN,Other residential,0,0,0
DUGGAN,No Response,0,0,0
DUNLUCE,Single-detached house,1058,88,13
DUNLUCE,Duplex/triplex/fourplex,104,66,5
DUNLUCE,Row house,205,302,3
DUNLUCE,Apartment with 5 or more stories,0,0,0
DUNLUCE,Apartment with less than 5 stories,2,437,3
DUNLUCE,Manufactured home/mobile home,116,0,0
DUNLUCE,Rooming house/collective residence,0,2,0
DUNLUCE,Hotel or motel,0,0,0
DUNLUCE,Other residential,0,0,0
DUNLUCE,No Response,0,0,0
EASTGATE BUSINESS PARK,Single-detached house,0,0,0
EASTGATE BUSINESS PARK,Duplex/triplex/fourplex,0,0,0
EASTGATE BUSINESS PARK,Row house,0,0,0
EASTGATE BUSINESS PARK,Apartment with 5 or more stories,0,0,0
EASTGATE BUSINESS PARK,Apartment with less than 5 stories,0,0,0
EASTGATE BUSINESS PARK,Manufactured home/mobile home,0,0,0
EASTGATE BUSINESS PARK,Rooming house/collective residence,0,0,0
EASTGATE BUSINESS PARK,Hotel or motel,0,0,0
EASTGATE BUSINESS PARK,Other residential,0,0,0
EASTGATE BUSINESS PARK,No Response,0,0,0
EASTWOOD,Single-detached house,404,255,25
EASTWOOD,Duplex/triplex/fourplex,116,223,3
EASTWOOD,Row house,0,19,0
EASTWOOD,Apartment with 5 or more stories,0,0,0
EASTWOOD,Apartment with less than 5 stories,22,798,13
EASTWOOD,Manufactured home/mobile home,0,0,0
EASTWOOD,Rooming house/collective residence,0,4,0
EASTWOOD,Hotel or motel,0,0,0
EASTWOOD,Other residential,0,0,0
EASTWOOD,No Response,0,0,0
EAUX CLAIRES,Single-detached house,526,16,0
EAUX CLAIRES,Duplex/triplex/fourplex,90,20,0
EAUX CLAIRES,Row house,0,0,0
EAUX CLAIRES,Apartment with 5 or more stories,0,0,0
EAUX CLAIRES,Apartment with less than 5 stories,320,81,0
EAUX CLAIRES,Manufactured home/mobile home,0,0,0
EAUX CLAIRES,Rooming house/collective residence,0,0,0
EAUX CLAIRES,Hotel or motel,0,0,0
EAUX CLAIRES,Other residential,0,0,0
EAUX CLAIRES,No Response,0,0,0
EBBERS INDUSTRIAL,Single-detached house,0,0,0
EBBERS INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
EBBERS INDUSTRIAL,Row house,0,0,0
EBBERS INDUSTRIAL,Apartment with 5 or more stories,0,0,0
EBBERS INDUSTRIAL,Apartment with less than 5 stories,0,0,0
EBBERS INDUSTRIAL,Manufactured home/mobile home,0,0,0
EBBERS INDUSTRIAL,Rooming house/collective residence,0,0,0
EBBERS INDUSTRIAL,Hotel or motel,0,0,0
EBBERS INDUSTRIAL,Other residential,0,0,0
EBBERS INDUSTRIAL,No Response,0,0,0
ED RESEARCH AND DEVELOPMENT PARK,Single-detached house,0,0,0
ED RESEARCH AND DEVELOPMENT PARK,Duplex/triplex/fourplex,0,0,0
ED RESEARCH AND DEVELOPMENT PARK,Row house,0,0,0
ED RESEARCH AND DEVELOPMENT PARK,Apartment with 5 or more stories,0,0,0
ED RESEARCH AND DEVELOPMENT PARK,Apartment with less than 5 stories,0,0,0
ED RESEARCH AND DEVELOPMENT PARK,Manufactured home/mobile home,0,0,0
ED RESEARCH AND DEVELOPMENT PARK,Rooming house/collective residence,0,0,0
ED RESEARCH AND DEVELOPMENT PARK,Hotel or motel,0,0,0
ED RESEARCH AND DEVELOPMENT PARK,Other residential,0,0,0
ED RESEARCH AND DEVELOPMENT PARK,No Response,0,0,0
EDMISTON INDUSTRIAL,Single-detached house,0,0,0
EDMISTON INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
EDMISTON INDUSTRIAL,Row house,0,0,0
EDMISTON INDUSTRIAL,Apartment with 5 or more stories,0,0,0
EDMISTON INDUSTRIAL,Apartment with less than 5 stories,0,0,0
EDMISTON INDUSTRIAL,Manufactured home/mobile home,0,0,0
EDMISTON INDUSTRIAL,Rooming house/collective residence,0,0,0
EDMISTON INDUSTRIAL,Hotel or motel,0,0,0
EDMISTON INDUSTRIAL,Other residential,0,0,0
EDMISTON INDUSTRIAL,No Response,0,0,0
EDMONTON MUNICIPAL AIRPORT,Single-detached house,0,0,0
EDMONTON MUNICIPAL AIRPORT,Duplex/triplex/fourplex,0,0,0
EDMONTON MUNICIPAL AIRPORT,Row house,0,0,0
EDMONTON MUNICIPAL AIRPORT,Apartment with 5 or more stories,0,0,0
EDMONTON MUNICIPAL AIRPORT,Apartment with less than 5 stories,0,0,0
EDMONTON MUNICIPAL AIRPORT,Manufactured home/mobile home,0,0,0
EDMONTON MUNICIPAL AIRPORT,Rooming house/collective residence,0,0,0
EDMONTON MUNICIPAL AIRPORT,Hotel or motel,0,0,0
EDMONTON MUNICIPAL AIRPORT,Other residential,0,0,0
EDMONTON MUNICIPAL AIRPORT,No Response,0,0,0
EDMONTON NORTHLANDS,Single-detached house,0,0,0
EDMONTON NORTHLANDS,Duplex/triplex/fourplex,0,0,0
EDMONTON NORTHLANDS,Row house,0,0,0
EDMONTON NORTHLANDS,Apartment with 5 or more stories,0,0,0
EDMONTON NORTHLANDS,Apartment with less than 5 stories,0,0,0
EDMONTON NORTHLANDS,Manufactured home/mobile home,0,0,0
EDMONTON NORTHLANDS,Rooming house/collective residence,0,1,0
EDMONTON NORTHLANDS,Hotel or motel,0,0,0
EDMONTON NORTHLANDS,Other residential,0,0,0
EDMONTON NORTHLANDS,No Response,0,0,0
EKOTA,Single-detached house,488,42,2
EKOTA,Duplex/triplex/fourplex,20,22,0
EKOTA,Row house,120,136,3
EKOTA,Apartment with 5 or more stories,0,0,0
EKOTA,Apartment with less than 5 stories,0,92,1
EKOTA,Manufactured home/mobile home,0,0,0
EKOTA,Rooming house/collective residence,0,0,0
EKOTA,Hotel or motel,0,0,0
EKOTA,Other residential,0,0,0
EKOTA,No Response,0,0,0
ELLERSLIE,Single-detached house,951,86,13
ELLERSLIE,Duplex/triplex/fourplex,165,26,5
ELLERSLIE,Row house,194,73,7
ELLERSLIE,Apartment with 5 or more stories,0,0,0
ELLERSLIE,Apartment with less than 5 stories,275,125,8
ELLERSLIE,Manufactured home/mobile home,0,0,0
ELLERSLIE,Rooming house/collective residence,0,0,0
ELLERSLIE,Hotel or motel,0,0,0
ELLERSLIE,Other residential,0,0,0
ELLERSLIE,No Response,0,0,0
ELMWOOD,Single-detached house,642,79,2
ELMWOOD,Duplex/triplex/fourplex,1,191,0
ELMWOOD,Row house,0,0,0
ELMWOOD,Apartment with 5 or more stories,0,0,0
ELMWOOD,Apartment with less than 5 stories,0,56,0
ELMWOOD,Manufactured home/mobile home,0,0,0
ELMWOOD,Rooming house/collective residence,0,1,0
ELMWOOD,Hotel or motel,0,0,0
ELMWOOD,Other residential,0,0,0
ELMWOOD,No Response,0,0,0
ELMWOOD PARK,Single-detached house,232,72,0
ELMWOOD PARK,Duplex/triplex/fourplex,12,23,0
ELMWOOD PARK,Row house,0,0,0
ELMWOOD PARK,Apartment with 5 or more stories,0,0,0
ELMWOOD PARK,Apartment with less than 5 stories,19,191,0
ELMWOOD PARK,Manufactured home/mobile home,0,0,0
ELMWOOD PARK,Rooming house/collective residence,0,0,0
ELMWOOD PARK,Hotel or motel,0,1,0
ELMWOOD PARK,Other residential,0,1,0
ELMWOOD PARK,No Response,0,0,0
ELSINORE,Single-detached house,572,10,1
ELSINORE,Duplex/triplex/fourplex,137,14,0
ELSINORE,Row house,2,0,0
ELSINORE,Apartment with 5 or more stories,0,0,0
ELSINORE,Apartment with less than 5 stories,0,0,0
ELSINORE,Manufactured home/mobile home,0,0,0
ELSINORE,Rooming house/collective residence,0,0,0
ELSINORE,Hotel or motel,0,0,0
ELSINORE,Other residential,0,0,0
ELSINORE,No Response,0,0,0
EMPIRE PARK,Single-detached house,54,9,0
EMPIRE PARK,Duplex/triplex/fourplex,54,154,2
EMPIRE PARK,Row house,1,453,0
EMPIRE PARK,Apartment with 5 or more stories,42,714,0
EMPIRE PARK,Apartment with less than 5 stories,116,708,4
EMPIRE PARK,Manufactured home/mobile home,0,0,0
EMPIRE PARK,Rooming house/collective residence,0,0,0
EMPIRE PARK,Hotel or motel,0,0,0
EMPIRE PARK,Other residential,0,0,0
EMPIRE PARK,No Response,0,0,0
ERMINESKIN,Single-detached house,321,26,0
ERMINESKIN,Duplex/triplex/fourplex,72,107,1
ERMINESKIN,Row house,93,163,0
ERMINESKIN,Apartment with 5 or more stories,10,680,1
ERMINESKIN,Apartment with less than 5 stories,112,616,1
ERMINESKIN,Manufactured home/mobile home,0,0,0
ERMINESKIN,Rooming house/collective residence,0,0,0
ERMINESKIN,Hotel or motel,0,0,0
ERMINESKIN,Other residential,0,0,0
ERMINESKIN,No Response,0,0,0
EVANSDALE,Single-detached house,1005,107,0
EVANSDALE,Duplex/triplex/fourplex,43,21,0
EVANSDALE,Row house,80,304,0
EVANSDALE,Apartment with 5 or more stories,0,0,0
EVANSDALE,Apartment with less than 5 stories,1,509,0
EVANSDALE,Manufactured home/mobile home,0,0,0
EVANSDALE,Rooming house/collective residence,0,0,0
EVANSDALE,Hotel or motel,0,0,0
EVANSDALE,Other residential,0,0,0
EVANSDALE,No Response,0,0,0
EVERGREEN,Single-detached house,0,0,0
EVERGREEN,Duplex/triplex/fourplex,0,0,0
EVERGREEN,Row house,0,0,0
EVERGREEN,Apartment with 5 or more stories,0,0,0
EVERGREEN,Apartment with less than 5 stories,0,0,0
EVERGREEN,Manufactured home/mobile home,632,39,1
EVERGREEN,Rooming house/collective residence,0,0,0
EVERGREEN,Hotel or motel,0,0,0
EVERGREEN,Other residential,0,0,0
EVERGREEN,No Response,0,0,0
FALCONER HEIGHTS,Single-detached house,432,16,0
FALCONER HEIGHTS,Duplex/triplex/fourplex,52,0,0
FALCONER HEIGHTS,Row house,36,4,0
FALCONER HEIGHTS,Apartment with 5 or more stories,0,0,0
FALCONER HEIGHTS,Apartment with less than 5 stories,42,213,0
FALCONER HEIGHTS,Manufactured home/mobile home,0,0,0
FALCONER HEIGHTS,Rooming house/collective residence,0,0,0
FALCONER HEIGHTS,Hotel or motel,0,0,0
FALCONER HEIGHTS,Other residential,0,0,0
FALCONER HEIGHTS,No Response,0,0,0
FOREST HEIGHTS,Single-detached house,894,434,21
FOREST HEIGHTS,Duplex/triplex/fourplex,70,175,11
FOREST HEIGHTS,Row house,0,0,0
FOREST HEIGHTS,Apartment with 5 or more stories,0,0,0
FOREST HEIGHTS,Apartment with less than 5 stories,53,217,0
FOREST HEIGHTS,Manufactured home/mobile home,0,0,0
FOREST HEIGHTS,Rooming house/collective residence,0,0,0
FOREST HEIGHTS,Hotel or motel,0,0,0
FOREST HEIGHTS,Other residential,0,0,0
FOREST HEIGHTS,No Response,0,0,0
FRASER,Single-detached house,639,70,8
FRASER,Duplex/triplex/fourplex,63,22,0
FRASER,Row house,66,21,0
FRASER,Apartment with 5 or more stories,0,0,0
FRASER,Apartment with less than 5 stories,111,167,1
FRASER,Manufactured home/mobile home,0,0,0
FRASER,Rooming house/collective residence,0,3,0
FRASER,Hotel or motel,0,0,0
FRASER,Other residential,0,0,0
FRASER,No Response,0,0,0
FULTON PLACE,Single-detached house,711,86,4
FULTON PLACE,Duplex/triplex/fourplex,3,5,0
FULTON PLACE,Row house,0,0,0
FULTON PLACE,Apartment with 5 or more stories,0,0,0
FULTON PLACE,Apartment with less than 5 stories,75,54,0
FULTON PLACE,Manufactured home/mobile home,0,0,0
FULTON PLACE,Rooming house/collective residence,0,0,0
FULTON PLACE,Hotel or motel,0,0,0
FULTON PLACE,Other residential,0,0,0
FULTON PLACE,No Response,0,0,0
GAINER INDUSTRIAL,Single-detached house,0,0,0
GAINER INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
GAINER INDUSTRIAL,Row house,0,0,0
GAINER INDUSTRIAL,Apartment with 5 or more stories,0,0,0
GAINER INDUSTRIAL,Apartment with less than 5 stories,52,0,0
GAINER INDUSTRIAL,Manufactured home/mobile home,0,0,0
GAINER INDUSTRIAL,Rooming house/collective residence,0,0,0
GAINER INDUSTRIAL,Hotel or motel,0,0,0
GAINER INDUSTRIAL,Other residential,0,0,0
GAINER INDUSTRIAL,No Response,0,0,0
GARIEPY,Single-detached house,475,10,2
GARIEPY,Duplex/triplex/fourplex,85,11,1
GARIEPY,Row house,42,2,0
GARIEPY,Apartment with 5 or more stories,0,0,0
GARIEPY,Apartment with less than 5 stories,77,19,0
GARIEPY,Manufactured home/mobile home,0,0,0
GARIEPY,Rooming house/collective residence,0,0,0
GARIEPY,Hotel or motel,0,0,0
GARIEPY,Other residential,0,0,0
GARIEPY,No Response,0,0,0
GARNEAU,Single-detached house,249,349,19
GARNEAU,Duplex/triplex/fourplex,22,79,1
GARNEAU,Row house,28,28,8
GARNEAU,Apartment with 5 or more stories,492,2472,61
GARNEAU,Apartment with less than 5 stories,162,1042,59
GARNEAU,Manufactured home/mobile home,0,0,0
GARNEAU,Rooming house/collective residence,1,22,0
GARNEAU,Hotel or motel,0,0,0
GARNEAU,Other residential,0,0,0
GARNEAU,No Response,0,0,0
GARSIDE INDUSTRIAL,Single-detached house,0,0,0
GARSIDE INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
GARSIDE INDUSTRIAL,Row house,0,0,0
GARSIDE INDUSTRIAL,Apartment with 5 or more stories,0,0,0
GARSIDE INDUSTRIAL,Apartment with less than 5 stories,0,0,0
GARSIDE INDUSTRIAL,Manufactured home/mobile home,0,0,0
GARSIDE INDUSTRIAL,Rooming house/collective residence,0,0,0
GARSIDE INDUSTRIAL,Hotel or motel,0,0,0
GARSIDE INDUSTRIAL,Other residential,0,0,0
GARSIDE INDUSTRIAL,No Response,0,0,0
GIRARD INDUSTRIAL,Single-detached house,0,0,0
GIRARD INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
GIRARD INDUSTRIAL,Row house,0,0,0
GIRARD INDUSTRIAL,Apartment with 5 or more stories,0,0,0
GIRARD INDUSTRIAL,Apartment with less than 5 stories,0,0,0
GIRARD INDUSTRIAL,Manufactured home/mobile home,0,0,0
GIRARD INDUSTRIAL,Rooming house/collective residence,0,0,0
GIRARD INDUSTRIAL,Hotel or motel,0,0,0
GIRARD INDUSTRIAL,Other residential,0,0,0
GIRARD INDUSTRIAL,No Response,0,0,0
