SCHOOL_NAME,ADDRESS,POSTAL_CODE,WARD,WEBSITE,PHONE_NUMBER,FAX_NUMBER,EMAIL_ADDRESS,GRADE_LEVEL,PROGRAMS,AB_SCHOOL_NUMBER,GRADES_OFFERED,LATITUDE,LONGITUDE,LOCATION
Kameyosek,250 Lakewood Road East NW,T6K3L4,I,http://kameyosek.epsb.ca,7804628724,7804628755,kameyosek@epsb.ca,Elementary,"Regular Program (K-6), Cogito (K-3)",7239,Kindergarten to Grade 6,53.461091699999997,-113.4406663,"(53.4610917, -113.4406663)"
Kate Chegwin,3119 48 Street NW,T6L6P5,I,http://katechegwin.epsb.ca,7804690470,7804637844,kchegwin@epsb.ca,Junior,"Regular Program (7-9), Behaviour & Learning Assistance (7-9), Literacy (9), Pre-Advanced Placement (7-9), Strategies (7-8)",7574,Grade 7 to Grade 9,53.462306699999999,-113.416127,"(53.4623067, -113.416127)"
Keheewin,1910 105 Street NW,T6J5J8,H,http://keheewin.epsb.ca,7804383874,7804625906,keheewin@epsb.ca,Elementary,"Regular Program (K-6), Interactions (1-6)",7254,Kindergarten to Grade 6,53.448540800000004,-113.5013575,"(53.4485408, -113.5013575)"
Kenilworth,7005 89 Avenue NW,T6B0N3,G,http://kenilworth.epsb.ca,7804662104,7804689276,kenilworth@epsb.ca,Junior,"Regular Program (7-9), Behaviour & Learning Assistance (7-9), French Immersion (7-9), Literacy (7-9)",7546,Grade 7 to Grade 9,53.524257400000003,-113.4353483,"(53.5242574, -113.4353483)"
Kensington,13410 119 Street NW,T5E5N1,A,http://kensington.epsb.ca,7804551836,7804524249,kensington@epsb.ca,Elementary,"Regular Program (K-6), Behaviour & Learning Assistance (4-6), Literacy (4-6), Logos Christian (K-6)",7137,Kindergarten to Grade 6,53.595088699999998,-113.5268502,"(53.5950887, -113.5268502)"
Kildare,7525 144 Avenue NW,T5C2R8,B,http://kildare.epsb.ca,7804765675,7804728177,kildare@epsb.ca,Elementary,"Regular Program (K-6), Chinese (Mandarin) Bilingual (K-6)",7138,Kindergarten to Grade 6,53.606849400000002,-113.4570176,"(53.6068494, -113.4570176)"
Killarney,13110 91 Street NW,T5E3P6,A,http://killarney.epsb.ca,7804751737,7804755311,killarney@epsb.ca,Junior,"Regular Program (7-9), Arabic Bilingual (7-9), Behaviour & Learning Assistance (7-9), Community Learning Skills (7-9), Opportunity (7-9)",7516,Grade 7 to Grade 9,53.590871100000001,-113.4812752,"(53.5908711, -113.4812752)"
King Edward,8530 101 Street NW,T6E3Z5,G,http://kingedward.epsb.ca,7804392491,7804339364,kingedward@epsb.ca,Elementary,"Regular Program (K-6), Interactions (1-6)",7517,Kindergarten to Grade 6,53.521228499999999,-113.491287,"(53.5212285, -113.491287)"
Kirkness,610 Kirkness Road NW,T5Y2K4,B,http://kirkness.epsb.ca,7804735924,7804579798,kirkness@epsb.ca,Elementary,Regular Program (K-6),7262,Kindergarten to Grade 6,53.6107187,-113.3867388,"(53.6107187, -113.3867388)"
Lago Lindo,17303 95 Street NW,T5Z2Z1,A,http://lagolindo.epsb.ca,7804566980,7804562851,lagolindo@epsb.ca,Elementary,"Regular Program (K-6), Behaviour & Learning Assistance/Opportunity (4-6)",7277,Kindergarten to Grade 6,53.635598799999997,-113.4880804,"(53.6355988, -113.4880804)"
Lansdowne,12323 51 Avenue NW,T6H0M6,F,http://lansdowne.epsb.ca,7804343160,7804384566,lansdowne@epsb.ca,Elementary,Regular Program (K-6),7180,Kindergarten to Grade 6,53.488172599999999,-113.54374489999999,"(53.4881726, -113.5437449)"
LaPerle,18715 97A Avenue NW,T5T4C1,E,http://laperle.epsb.ca,7804831864,7804441871,laperle@epsb.ca,Elementary,"Regular Program (K-6), Strategies (3-6)",7267,Kindergarten to Grade 6,53.533633700000003,-113.6454473,"(53.5336337, -113.6454473)"
Lauderdale,10610 129 Avenue NW,T5E4V6,A,http://lauderdale.epsb.ca,7804758737,7804759133,lauderdale@epsb.ca,Elementary,"Regular Program (K-6), Opportunity (1-6)",7141,Kindergarten to Grade 6,53.587449200000002,-113.5024966,"(53.5874492, -113.5024966)"
Laurier Heights,8210 142 Street NW,T5R0L9,C,http://laurierheights.epsb.ca,7804835352,7804447432,laurierheights@epsb.ca,"Elementary, Junior","Regular Program (K-9), French Immersion (K-9)",7518,Kindergarten to Grade 9,53.516559100000002,-113.56571270000001,"(53.5165591, -113.5657127)"
Lawton,11602 40 Street NW,T5W2K6,D,http://lawton.epsb.ca,7804711052,7804713236,lawton@epsb.ca,Junior,"Regular Program (7-9), Literacy (7-9), Opportunity (7-9)",7519,Grade 7 to Grade 9,53.568620099999997,-113.4030494,"(53.5686201, -113.4030494)"
Learning Store at Blue Quill,284 Saddleback Road NW,T6J4R7,H,http://outreach.epsb.ca,7804130263,7804130264,learningstorebluequill@epsb.ca,Special,"The program serves students who are generally behind in their academics and have inconsistent attendance, as well as pregnant and parenting teens and fourth and fifth year high school students. ",7724,Special,53.461200699999999,-113.5275054,"(53.4612007, -113.5275054)"
McLeod,14807 59 Street NW,T5A1Y3,B,http://mcleod.epsb.ca,7804782927,7804762077,mcleod@epsb.ca,Elementary,Regular Program (K-6),7200,Kindergarten to Grade 6,53.610545600000002,-113.43192209999999,"(53.6105456, -113.4319221)"
Learning Store at Circle Square,#2014 Northgate Centre 9499 - 137 Avenue NW,T5E6K9,B,http://outreach.epsb.ca,7804573467,7804732533,learningstorecirclesquare@epsb.ca,Special,"The program serves students who are generally behind in their academics and have inconsistent attendance, as well as pregnant and parenting teens and fourth and fifth year high school students.",7723,Special,53.597738800000002,-113.48879909999999,"(53.5977388, -113.4887991)"
Learning Store Northgate,#2014 Northgate Centre 9499 - 137 Avenue NW,T5E6K9,B,http://outreach.epsb.ca,7804573467,7804732533,learningstorenorthgate@epsb.ca,Special,"The program serves students who are generally behind in their academics and have inconsistent attendance, as well as pregnant and parenting teens and fourth and fifth year high school students.",7722,Special,53.597738800000002,-113.48879909999999,"(53.5977388, -113.4887991)"
Learning Store on Whyte,10007 82 Avenue NW,T6E1Z2,G,http://outreach.epsb.ca,7804378119,7804378190,learningstorewhyte@epsb.ca,Special,"The program serves students who are generally behind in their academics and have inconsistent attendance, as well as pregnant and parenting teens and fourth and fifth year high school students. ",386,Special,53.518009499999998,-113.4888771,"(53.5180095, -113.4888771)"
Learning Store West Edmonton,9532 163 St NW,T5P 3M7,E,http://outreach.epsb.ca,7804438072,7804442564,learningstorewestedmonton@epsb.ca,Special,"The program serves students who are generally behind in their academics and have inconsistent attendance, as well as pregnant and parenting teens and fourth and fifth year high school students. ",1022,Special,53.532581999999998,-113.6027674,"(53.532582, -113.6027674)"
Lee Ridge,440 Millbourne Road East NW,T6K1Y8,I,http://leeridge.epsb.ca,7804623230,7804611074,leeridge@epsb.ca,Elementary,"Regular Program (K-6), Behaviour & Learning Assistance (1-6)",7224,Kindergarten to Grade 6,53.471096899999999,-113.44380839999999,"(53.4710969, -113.4438084)"
Lendrum,11330 54 Avenue NW,T6H0V7,F,http://lendrum.epsb.ca,7804343588,7804380628,lendrum@epsb.ca,Elementary,"Regular Program (K-6), French Immersion (K-1)",7185,Kindergarten to Grade 6,53.490634399999998,-113.5240144,"(53.4906344, -113.5240144)"
Lillian Osborne,2019 Leger Road NW,T6R0R9,H,http://lillianosborne.epsb.ca,7803912450,7803912470,lillianosborne@epsb.ca,Senior,"Regular Program (10-12), International Baccaulaureate Certificate (10-12), International Baccalaureate Diploma (10-12)",1344,Grade 10 to Grade 12,53.457538999999997,-113.579543,"(53.457539, -113.579543)"
Londonderry,7104 144 Avenue NW,T5C2R4,B,http://londonderry.epsb.ca,7804734560,7804722603,londonderry@epsb.ca,Junior,"Regular Program (7-9), Chinese (Mandarin) Bilingual (7-9), Pre-Advanced Placement (7-9), Opportunity (7-9)",7534,Grade 7 to Grade 9,53.605697599999999,-113.4497791,"(53.6056976, -113.4497791)"
Lorelei,16230 103 Street NW,T5X3A9,A,http://lorelei.epsb.ca,7804564488,7804569594,lorelei@epsb.ca,Elementary,"Regular Program (K-6), Interactions (K-6), Opportunity (1-6)",7242,Kindergarten to Grade 6,53.623107900000001,-113.5008316,"(53.6231079, -113.5008316)"
L. Y. Cairns,10510 45 Avenue NW,T6H0A1,F,http://lycairns.epsb.ca,7804349561,7804386133,lycairns@epsb.ca,"Junior, Senior","Opportunity (7-12), Transition Support (10-12)",7702,Grade 7 to Grade 12,53.4829729,-113.4989897,"(53.4829729, -113.4989897)"
Lymburn,18710 72 Avenue NW,T5T4E9,E,http://lymburn.epsb.ca,7804871777,7804871800,lymburn@epsb.ca,Elementary,"Regular Program (K-6), Interactions (1-6), Literacy (4-6)",7269,Kindergarten to Grade 6,53.505309500000003,-113.6467411,"(53.5053095, -113.6467411)"
Lynnwood,15451 84 Avenue NW,T5R3Y1,E,http://lynnwood.epsb.ca,7804894500,7804840720,lynnwood@epsb.ca,Elementary,"Regular Program (K-6), Challenge (1-6), Community Learning Skills (1-6), Community Learning Skills/Behaviour & Learning Assistance (1-6)",7208,Kindergarten to Grade 6,53.517128399999997,-113.58740330000001,"(53.5171284, -113.5874033)"
Major General Griesbach,304 Griesbach School Road NW,T5E6R8,A,http://majorgeneralgriesbach.epsb.ca,7804569482,7804565201,griesbach@epsb.c,"Elementary, Junior","Regular Program (K-9), Opportunity (1-9)",7575,Kindergarten to Grade 9,53.604969500000003,-113.49587699999999,"(53.6049695, -113.495877)"
Malcolm Tweddle,2340 Millbourne Road West NW,T6K1Y9,I,http://malcolmtweddle.epsb.ca,7804623270,7804624033,mtweddle@epsb.ca,Elementary,"Regular Program (K-6), Cogito (4-6)",7223,Kindergarten to Grade 6,53.477375500000001,-113.45823470000001,"(53.4773755, -113.4582347)"
Malmo,4716 115 Street NW,T6H3N8,F,http://malmo.epsb.ca,7804341362,7804385711,malmo@epsb.ca,Elementary,"Regular Program (K-6), Arabic Bilingual (K-6)",7186,Kindergarten to Grade 6,53.484791600000001,-113.5288214,"(53.4847916, -113.5288214)"
Mary Butterworth,16315 109 Street NW,T5X2R2,A,http://marybutterworth.epsb.ca,7804761480,7804787511,mbutterworth@epsb.ca,Junior,"Regular Program (7-9), Behaviour & Learning Assistance (7-9), Opportunity (7-9), Pre-Advanced Placement (7-9)",7572,Grade 7 to Grade 9,53.6243208,-113.5079715,"(53.6243208, -113.5079715)"
Mayfield,10950 159 Street NW,T5P3C1,C,http://mayfield.epsb.ca,7804895100,7804480492,mayfield@epsb.ca,Elementary,"Regular Program (K-6), Early Education (Ages 2.5-4.5)",7209,Kindergarten to Grade 6,53.554814800000003,-113.5944449,"(53.5548148, -113.5944449)"
McArthur,13535 134 Street NW,T5L1W3,A,http://mcarthur.epsb.ca,7804552728,7804533627,mcarthur@epsb.ca,Elementary,"Regular Program (K-6), Strategies (2-6)",7143,Kindergarten to Grade 6,53.596884899999999,-113.5519157,"(53.5968849, -113.5519157)"
McKee,10725 51 Avenue NW,T6H0L3,F,http://mckee.epsb.ca,7804357140,7804361405,mckee@epsb.ca,Elementary,"Regular Program (K-6), Behaviour & Learning Assistance (1-6)",7195,Kindergarten to Grade 6,53.488187199999999,-113.50903529999999,"(53.4881872, -113.5090353)"
McKernan,11330 76 Avenue NW,T6G0K1,F,http://mckernan.epsb.ca,7804354163,7804386049,mckernan@epsb.ca,"Elementary, Junior","Regular Program (K-9), Extensions (K-9), French Immersion (K-9), International Spanish Academy (7-9), Late French Immersion (7-9)",7523,Kindergarten to Grade 9,53.512261799999997,-113.5238312,"(53.5122618, -113.5238312)"
McNally,8440 105 Avenue NW,T6A1B6,G,http://mcnallyhigh.com,7804690442,7804655958,mcnally@epsb.ca,Senior,"Regular Program (10-12), Chinese (Mandarin) Bilingual (10-12), Community Learning Skills (10-12), Interactions (10-12), International Baccalaureate Certificate (10-12),  International Baccalaureate Diploma (10-12)",7058,Grade 10 to Grade 12,53.547963000000003,-113.4574349,"(53.547963, -113.4574349)"
Meadowlark,9150 160 Street NW,T5R2J2,C,http://meadowlark.epsb.ca,7804895200,7804848293,meadowlark@epsb.ca,Elementary,"Regular Program (K-6), Chinese (Mandarin) Bilingual (K-6)",7210,Kindergarten to Grade 6,53.525821700000002,-113.5946337,"(53.5258217, -113.5946337)"
Meadowlark Christian,9825 158 Street NW,T5P2X4,C,http://meadowlarkchristian.epsb.ca,7804836476,7804878992,meadowlarkchristian@epsb.ca,"Elementary, Junior",Faith Based (K-9),7931,Kindergarten to Grade 9,53.536518000000001,-113.5937916,"(53.536518, -113.5937916)"
Mee-Yah-Noh,9228 128A Avenue NW,T5E0J8,A,http://meeyahnoh.epsb.ca,7804751929,7804781069,meeyahnoh@epsb.ca,Elementary,"Regular Program (K-6), Community Learning Skills (1-6), Interactions (1-6)",7149,Kindergarten to Grade 6,53.5869687,-113.4830968,"(53.5869687, -113.4830968)"
M. E. LaZerte,6804 144 Avenue NW,T5C3C7,B,http://melazerte.com,7804089800,7804720058,melazerte@epsb.ca,Senior,"Regular Program (10-12), Chinese (Mandarin) Bilingual (10-12), Interactions (10-12), International Baccalareate Certificate (10-12), International Baccalareate Diploma (10-12)",7063,Grade 10 to Grade 12,53.605061200000002,-113.4467016,"(53.6050612, -113.4467016)"
Menisa,933 Knottwood Road South NW,T6K3Y9,I,http://menisa.epsb.ca,7804638474,7804615862,menisa@epsb.ca,Elementary,"Regular Program (K-6), Interactions (1-6)",7259,Kindergarten to Grade 6,53.4423216,-113.4488849,"(53.4423216, -113.4488849)"
Metro Continuing Education,8205 90 Avenue NW,T6C1N8,G,http://metrocontinuingeducation.ca,7804281111,7804281112,metro@epsb.ca,Senior,"Provides academics and enrichment programming for learners of all ages, Summer High School (see metrocontinuingeducation.ca for program descriptions)",7090,Grade 10 to Grade 12,53.5251649,-113.4550876,"(53.5251649, -113.4550876)"
Meyokumin,5703 19A Avenue NW,T6L4J8,I,http://meyokumin.epsb.ca,7804638409,7804686398,meyokumin@epsb.ca,Elementary,"Regular Program (K-6), Cogito (K-6)",7257,Kindergarten to Grade 6,53.450698199999998,-113.428163,"(53.4506982, -113.428163)"
Meyonohk,1850 Lakewood Road South NW,T6K3Y5,I,http://meyonohk.epsb.ca,7804637627,7804503669,meyonohk@epsb.ca,Elementary,"Regular Program (K-6), Chinese (Mandarin) Bilingual (K-6)",7249,Kindergarten to Grade 6,53.454419299999998,-113.4549592,"(53.4544193, -113.4549592)"
Michael A. Kostek,5303 190 Street NW,T6M2L2,E,http://makostek.epsb.ca,7804897277,7804819304,makostek@epsb.ca,Elementary,Regular Program (K-6),7281,Kindergarten to Grade 6,53.489668700000003,-113.6513786,"(53.4896687, -113.6513786)"
Michael Strembitsky,4110 Savaryn Drive SW,T6X0Z5,I,http://michaelstrembitsky.epsb.ca,7803923500,7803923499,michaelstrembitsky@epsb.ca,"Elementary, Junior",Regular Program (K-9),1578,Kindergarten to Grade 9,53.413718099999997,-113.4616832,"(53.4137181, -113.4616832)"
Mill Creek,9735 80 Avenue NW,T6E1S8,G,http://millcreek.epsb.ca,7804335746,7804397394,millcreek@epsb.ca,Elementary,International Spanish Academy (K-6),7150,Kindergarten to Grade 6,53.5160974,-113.480806,"(53.5160974, -113.480806)"
Millwoods Christian,8704 Mill Woods Road NW,T6K3J3,I,http://millwoodschristian.epsb.ca,7804622627,7804629322,millwoodschristian@epsb.ca,"Elementary, Junior, Senior","Regular Program (K-12), Advanced Placement (10-12), Faith Based (K-12)",7909,Grade 10 to Grade 12,53.467756000000001,-113.408395,"(53.467756, -113.408395)"
Minchau,3615 Mill Woods Road East NW,T6L5X2,I,http://minchau.epsb.ca,7804610616,7804610837,minchau@epsb.ca,Elementary,"Regular Program (K-6), Strategies (2-6)",7274,Kindergarten to Grade 6,53.469571999999999,-113.361796,"(53.469572, -113.361796)"
Montrose,11931 62 Street NW,T5W4C7,D,http://montrose.epsb.ca,7804712358,7804772881,montrose@epsb.ca,Elementary,"Regular Program (K-6), Behaviour & Learning Assistance (1-6)",7151,Kindergarten to Grade 6,53.572441599999998,-113.4368065,"(53.5724416, -113.4368065)"
Mount Pleasant,10541 60A Avenue NW,T6H1K4,F,http://mountpleasant.epsb.ca,7804346766,7804358891,mpleasant@epsb.ca,Elementary,Cogito (K-6),7524,Kindergarten to Grade 6,53.496306300000001,-113.5009857,"(53.4963063, -113.5009857)"
Mount Royal,11303 55 Street NW,T5W3P6,D,http://mountroyalvirginiapark.epsb.ca,7804778202,7804714621,mountroyal@epsb.ca,Elementary,Arts Core (K-6),7153,Kindergarten to Grade 6,53.5688605,-113.4261183,"(53.5688605, -113.4261183)"
Northmount,14020 88A Street NW,T5E3J4,A,http://northmount.epsb.ca,7804755162,7804765116,northmount@epsb.ca,Elementary,"Regular Program (K-6), Cogito (K-5)",7191,Kindergarten to Grade 6,53.603139499999997,-113.4761547,"(53.6031395, -113.4761547)"
Norwood,9520 111 Avenue NW,T5G0A6,D,http://norwood.epsb.ca,7804771002,7804741378,norwood@epsb.ca,Elementary,"Regular Program (K-6), Early Learning (Ages 3.5-4.5)",7156,Kindergarten to Grade 6,53.559708999999998,-113.4880879,"(53.559709, -113.4880879)"
Old Scona,10523 84 Avenue NW,T6E2H5,F,http://oldscona.epsb.ca,7804330627,7804334994,oldscona@epsb.ca,Senior,"Academic Alternative (10-12),International Baccalaureate Certificate (10-12), International Baccalaureate Diploma (10-12)",7066,Grade 10 to Grade 12,53.520034699999997,-113.5011332,"(53.5200347, -113.5011332)"
Oliver,10227 118 Street NW,T5K2V4,F,http://oliver.epsb.ca,7804881221,7804881189,oliver@epsb.ca,"Elementary, Junior","Regular Program (K-6), Nellie McClung (7-9)",7527,Kindergarten to Grade 6,53.543466799999997,-113.52494350000001,"(53.5434668, -113.5249435)"
Ormsby,6323 184 Street NW,T5T3K1,E,http://ormsby.epsb.ca,7804814646,7804814686,ormsby@epsb.ca,Elementary,"Regular Program (K-6), Strategies (2-6)",7248,Kindergarten to Grade 6,53.497954200000002,-113.63968610000001,"(53.4979542, -113.6396861)"
Ottewell,9435 73 Street NW,T6B2A9,G,http://ottewell.epsb.ca,7804667331,7804655674,ottewell@epsb.ca,Junior,"Regular Program (7-9), Challenge (7-9), Chinese (Mandarin) Bilingual (7-9), Community Learning Skills (7-9), Community Learning Skills/Behavioural & Learning Assistance (7-9)",7528,Grade 7 to Grade 9,53.531730600000003,-113.4398956,"(53.5317306, -113.4398956)"
Overlanders,1150 Hermitage Road NW,T5A4L4,B,http://overlanders.epsb.ca,7804763361,7804750414,overlanders@epsb.ca,Elementary,"Regular Program (K-6), Opportunity (4-6)",7229,Kindergarten to Grade 6,53.580933799999997,-113.3893858,"(53.5809338, -113.3893858)"
Parkallen,6703 112 Street NW,T6H3J9,F,http://parkallen.epsb.ca,7804348503,7804348505,parkallen@epsb.ca,Elementary,"Regular Program (K-6), Chinese (Mandarin) Bilingual (K-1), Opportunity (1-6)",7529,Kindergarten to Grade 6,53.503895800000002,-113.52004549999999,"(53.5038958, -113.5200455)"
Parkview,14313 92 Avenue NW,T5R5B3,C,http://parkview.epsb.ca,7804833415,7804892192,parkview@epsb.ca,"Elementary, Junior","Regular Program (K-9), Chinese (Mandarin) Bilingual (7-9), Interactions (7-9), Pre-Advanced Placement (7-9)",7531,Kindergarten to Grade 9,53.527296,-113.5674758,"(53.527296, -113.5674758)"
Patricia Heights,16216 78 Avenue NW,T5R3E6,E,http://patheights.epsb.ca,7804870550,7804895718,patriciaheights@epsb.ca,Elementary,Regular Program (K-6),7176,Kindergarten to Grade 6,53.5105316,-113.6035049,"(53.5105316, -113.6035049)"
Pollard Meadows,1751 48 Street NW,T6L3J6,I,http://pollardmeadows.epsb.ca,7804638680,7804627390,pollard@epsb.ca,Elementary,"Regular Program (K-6), Cogito (K-6)",7258,Kindergarten to Grade 6,53.447270899999999,-113.41314269999999,"(53.4472709, -113.4131427)"
Prince Charles,12325 127 Street NW,T5L0Z9,C,http://princecharles.epsb.ca,7804555533,7804531525,pcharles@epsb.ca,Elementary,"Regular Program (K-6), Awasis (Cree) (K-6)",7161,Kindergarten to Grade 6,53.578152099999997,-113.5411811,"(53.5781521, -113.5411811)"
Princeton,7720 130 Avenue NW,T5C1Y2,B,http://princeton.epsb.ca,7804762344,7804480377,princeton@epsb.ca,Elementary,"Regular Program (K-6), Interactions (1-6)",7187,Kindergarten to Grade 6,53.589175500000003,-113.4591788,"(53.5891755, -113.4591788)"
Queen Alexandra,7730 106 Street NW,T6E4W3,F,http://queenalexandra.epsb.ca,7804392516,7804335510,queenalexandra@epsb.ca,Elementary,Logos Christian (K-6),7164,Kindergarten to Grade 6,53.513316099999997,-113.5036011,"(53.5133161, -113.5036011)"
Queen Elizabeth,9425 132 Avenue NW,T5E0Y4,A,http://queene.epsb.ca,7804768671,7804788638,queene@epsb.ca,Senior,"Regular Program (10-12), Advanced Placement (10-12), Arabic Bilingual (10-12), Individual Support (7-12)",7052,Grade 10 to Grade 12,53.592069700000003,-113.4877776,"(53.5920697, -113.4877776)"
Richard Secord,4025 117 Street NW,T6J1T4,H,http://richardsecord.epsb.ca,7804369839,7804321319,richardsecord@epsb.ca,Elementary,"Regular Program (K-6), Cogito (K-6), French Immersion (K-6)",7201,Kindergarten to Grade 6,53.4769991,-113.53513700000001,"(53.4769991, -113.535137)"
Rideau Park,10605 42 Avenue NW,T6J3Z9,H,http://rideaupark.epsb.ca,7804370010,7804309898,rideaupark@epsb.ca,Elementary,"Regular Program (K-6), German Bilingual (K-6), Interactions (1-3)",7232,Kindergarten to Grade 6,53.478793199999998,-113.5045135,"(53.4787932, -113.5045135)"
Rio Terrace,7608 154 Street NW,T5R1R7,E,http://rioterrace.epsb.ca,7804816866,7804845207,rioterrace@epsb.ca,Elementary,"French Immersion (K-6), German Bilingual (K-6), Strategies - French Immersion (3-6)",7211,Kindergarten to Grade 6,53.509569499999998,-113.58589980000001,"(53.5095695, -113.5858998)"
Riverbend,14820 53 Avenue NW,T6H4C6,F,http://riverbend.epsb.ca,7804347914,7804389406,riverbend@epsb.ca,Junior,"Regular Program (7-9), Challenge (7-9)",7538,Grade 7 to Grade 9,53.490434100000002,-113.5759613,"(53.4904341, -113.5759613)"
Riverdale,8901 101 Avenue NW,T5H0B1,D,http://riverdale.epsb.ca,7804257600,7804232799,riverdale@epsb.ca,Elementary,Regular Program (K-6),7168,Kindergarten to Grade 6,53.543706499999999,-113.4683927,"(53.5437065, -113.4683927)"
R. J. Scott,11610 38 Street NW,T5W2H1,D,http://abbott.epsb.ca,7804772897,7804793008,rjscott@epsb.ca,Elementary,Regular Program (K-6),7169,Kindergarten to Grade 6,53.569410900000001,-113.399973,"(53.5694109, -113.399973)"
Rosslyn,13215 113A Street NW,T5E5B9,A,http://rosslyn.epsb.ca,7804531576,7804557605,rosslyn@epsb.ca,Junior,"Regular Program (7-9), Behaviour & Learning Assistance (7-9), Behaviour & Learning Assistance/Opportunity (7-9), Chinese (Mandarin) Bilingual (7-9), Interactions (7-9), Pre-Advanced Placement (7-9)",7535,Grade 7 to Grade 9,53.5923631,-113.51645019999999,"(53.5923631, -113.5164502)"
Ross Sheppard,13546 111 Avenue NW,T5M2P2,C,http://shep.epsb.ca,7804485000,7804527563,rsheppard@epsb.ca,Senior,"Regular Program (10-12), Chinese (Mandarin) Bilingual (10-12), Community Learning Skills (10-12), French Immersion (10-12), Interactions (10-12), IB Certificate (10-12), IB Diploma (10-12), Sports Alternative (10-12)",7053,Grade 10 to Grade 12,53.558974900000003,-113.5581687,"(53.5589749, -113.5581687)"
Rundle,11005 34 Street NW,T5W1Y7,D,http://rundle.epsb.ca,7804716100,7804746825,rundle@epsb.ca,Elementary,"Regular Program (K-6), Behaviour & Learning Assistance (1-6)",7196,Kindergarten to Grade 6,53.5632327,-113.39369050000001,"(53.5632327, -113.3936905)"
Rutherford,8620 91 Street NW,T6C3N2,G,http://rutherford.epsb.ca,7804662891,7804682254,rutherford@epsb.ca,Elementary,Regular Program (K-6),7170,Kindergarten to Grade 6,53.522110099999999,-113.4674519,"(53.5221101, -113.4674519)"
Sakaw,5730 11A Avenue NW,T6L3A9,I,http://sakaw.epsb.ca,7804631854,7804632076,sakaw@epsb.ca,Elementary,"Regular Program (K-6), Early Learning (Ages 3.5 to 4.5), Opportunity (1-6)",7251,Kindergarten to Grade 6,53.440471600000002,-113.4278982,"(53.4404716, -113.4278982)"
Satoo,8515 17 Avenue NW,T6K2C7,I,http://satoo.epsb.ca,7804625125,7804622274,satoo@epsb.ca,Elementary,"Regular Program (K-6), Behaviour & Learning Assistance (1-6)",7235,Kindergarten to Grade 6,53.4473056,-113.4596763,"(53.4473056, -113.4596763)"
S. Bruce Smith,5545 184 Street NW,T6M2L9,E,http://sbs.epsb.ca,7804444946,7804447776,sbsmith@epsb.ca,Junior,"Regular Program (7-9), Opportunity (7-9), Pre-Advanced Placement (7-9), Strategies (7-9)",7571,Grade 7 to Grade 9,53.491297299999999,-113.6403808,"(53.4912973, -113.6403808)"
Scott Robertson,13515 107 Street NW,T5E4W3,A,http://scottrobertson.epsb.ca,7804753565,7804729235,srobertson@epsb.ca,Elementary,"Regular Program (K-6), Early Education (Ages 2.5-4.5), Individual Support (1-6)",7171,Kindergarten to Grade 6,53.595791400000003,-113.5050586,"(53.5957914, -113.5050586)"
Sherwood,9550 152 Street NW,T5P0B9,C,http://sherwood.epsb.ca,7804892600,7804819127,sherwood@epsb.ca,Elementary,"Regular Program (K-6), Opportunity (1-6)",7212,Kindergarten to Grade 6,53.532331800000001,-113.5833298,"(53.5323318, -113.5833298)"
Sifton,4305 134 Avenue NW,T5A3R5,B,http://sifton.epsb.ca,7804767953,7804784790,sifton@epsb.ca,Elementary,"Regular Program (K-6), Behaviour & Learning Assistance (1-6), Early Learning (Ages 3.5-4.5)",7238,Kindergarten to Grade 6,53.594736900000001,-113.4084869,"(53.5947369, -113.4084869)"
Spruce Avenue,11424 102 Street NW,T5G2E7,D,http://spruceavenue.epsb.ca,7804790155,7804798523,spruceave@epsb.ca,"Elementary, Junior","Regular Program (7-9), Behaviour & Learning Assistance (7-9), Literacy (7-9)",7537,Grade 7 to Grade 9,53.565719100000003,-113.49557830000001,"(53.5657191, -113.4955783)"
Steele Heights,14607 59 Street NW,T5A1Y3,B,http://steeleht.epsb.ca,7804785319,7804737755,steele@epsb.ca,Junior,"Regular Program (7-9), Behaviour & Learning Assistance (7-9), Challenge (7-9), Strategies (7-9)",7532,Grade 7 to Grade 9,53.609352000000001,-113.4319263,"(53.609352, -113.4319263)"
Steinhauer,10717 32A Avenue NW,T6J4A6,H,http://steinhauer.epsb.ca,7804371080,7804385413,steinhauer@epsb.ca,Elementary,"Regular Program (K-6), Behaviour & Learning Assistance (4-6), Literacy (4-6)",7241,Kindergarten to Grade 6,53.464688000000002,-113.506579,"(53.464688, -113.506579)"
Stratford,8715 153 Street NW,T5R1P1,C,http://stratford.epsb.ca,7804843381,7804892972,stratford@epsb.ca,"Elementary, Junior",Cogito (K-9),7553,Kindergarten to Grade 9,53.521024199999999,-113.5850331,"(53.5210242, -113.5850331)"
Strathcona,10450 72 Avenue NW,T6E0Z6,F,http://strathconaschool.ca,7804393957,7804320583,strathcona@epsb.ca,Senior,"Regular Program (10-12), Advanced Placement (10-12), Community Learning Skills/Behaviour and Learning Assistance (10-12), German Bilingual (10-12)",7054,Grade 10 to Grade 12,53.508378100000002,-113.50151769999999,"(53.5083781, -113.5015177)"
Sweet Grass,11351 31 Avenue NW,T6J4T6,H,http://sweetgrass.epsb.ca,7804370367,7804377221,sweetgrass@epsb.ca,Elementary,"Regular Program (K-6), International Spanish Academy (K-4)",7243,Kindergarten to Grade 6,53.463863099999998,-113.5281877,"(53.4638631, -113.5281877)"
