Ward,NEIGHBOURHOOD_NUMBER,NEIGHBOURHOOD_NAME,AGE,FEMALE,MALE
Ward 10,5260,LANSDOWNE,82,1,2
Ward 10,5260,LANSDOWNE,83,2,3
Ward 10,5260,LANSDOWNE,84,3,2
Ward 10,5260,LANSDOWNE,85+,9,5
Ward 10,5260,LANSDOWNE,No Response,79,81
Ward 10,5270,LENDRUM PLACE,0,11,8
Ward 10,5270,LENDRUM PLACE,1,4,12
Ward 10,5270,LENDRUM PLACE,2,10,8
Ward 10,5270,LENDRUM PLACE,3,6,5
Ward 10,5270,LENDRUM PLACE,4,4,8
Ward 10,5270,LENDRUM PLACE,5,9,4
Ward 10,5270,LENDRUM PLACE,6,5,7
Ward 10,5270,LENDRUM PLACE,7,6,9
Ward 10,5270,LENDRUM PLACE,8,3,10
Ward 10,5270,LENDRUM PLACE,9,12,5
Ward 10,5270,LENDRUM PLACE,10,2,4
Ward 10,5270,LENDRUM PLACE,11,8,8
Ward 10,5270,LENDRUM PLACE,12,13,9
Ward 10,5270,LENDRUM PLACE,13,10,7
Ward 10,5270,LENDRUM PLACE,14,7,17
Ward 10,5270,LENDRUM PLACE,15,8,9
Ward 10,5270,LENDRUM PLACE,16,2,12
Ward 10,5270,LENDRUM PLACE,17,8,6
Ward 10,5270,LENDRUM PLACE,18,9,6
Ward 10,5270,LENDRUM PLACE,19,6,16
Ward 10,5270,LENDRUM PLACE,20,13,15
Ward 10,5270,LENDRUM PLACE,21,15,15
Ward 10,5270,LENDRUM PLACE,22,18,13
Ward 10,5270,LENDRUM PLACE,23,11,12
Ward 10,5270,LENDRUM PLACE,24,14,11
Ward 10,5270,LENDRUM PLACE,25,10,9
Ward 10,5270,LENDRUM PLACE,26,10,6
Ward 10,5270,LENDRUM PLACE,27,3,9
Ward 10,5270,LENDRUM PLACE,28,8,17
Ward 10,5270,LENDRUM PLACE,29,9,10
Ward 10,5270,LENDRUM PLACE,30,9,7
Ward 10,5270,LENDRUM PLACE,31,14,12
Ward 10,5270,LENDRUM PLACE,32,14,13
Ward 10,5270,LENDRUM PLACE,33,14,10
Ward 10,5270,LENDRUM PLACE,34,8,9
Ward 10,5270,LENDRUM PLACE,35,12,7
Ward 10,5270,LENDRUM PLACE,36,5,10
Ward 10,5270,LENDRUM PLACE,37,5,7
Ward 10,5270,LENDRUM PLACE,38,7,8
Ward 10,5270,LENDRUM PLACE,39,9,11
Ward 10,5270,LENDRUM PLACE,40,10,8
Ward 10,5270,LENDRUM PLACE,41,10,11
Ward 10,5270,LENDRUM PLACE,42,13,7
Ward 10,5270,LENDRUM PLACE,43,15,10
Ward 10,5270,LENDRUM PLACE,44,12,10
Ward 10,5270,LENDRUM PLACE,45,8,10
Ward 10,5270,LENDRUM PLACE,46,15,17
Ward 10,5270,LENDRUM PLACE,47,11,12
Ward 10,5270,LENDRUM PLACE,48,14,16
Ward 10,5270,LENDRUM PLACE,49,13,19
Ward 10,5270,LENDRUM PLACE,50,4,10
Ward 10,5270,LENDRUM PLACE,51,14,11
Ward 10,5270,LENDRUM PLACE,52,9,12
Ward 10,5270,LENDRUM PLACE,53,17,14
Ward 10,5270,LENDRUM PLACE,54,11,7
Ward 10,5270,LENDRUM PLACE,55,21,13
Ward 10,5270,LENDRUM PLACE,56,11,14
Ward 10,5270,LENDRUM PLACE,57,11,14
Ward 10,5270,LENDRUM PLACE,58,11,9
Ward 10,5270,LENDRUM PLACE,59,10,13
Ward 10,5270,LENDRUM PLACE,60,6,10
Ward 10,5270,LENDRUM PLACE,61,6,6
Ward 10,5270,LENDRUM PLACE,62,9,7
Ward 10,5270,LENDRUM PLACE,63,5,6
Ward 10,5270,LENDRUM PLACE,64,9,10
Ward 10,5270,LENDRUM PLACE,65,5,7
Ward 10,5270,LENDRUM PLACE,66,12,3
Ward 10,5270,LENDRUM PLACE,67,10,7
Ward 10,5270,LENDRUM PLACE,68,5,10
Ward 10,5270,LENDRUM PLACE,69,7,5
Ward 10,5270,LENDRUM PLACE,70,5,11
Ward 10,5270,LENDRUM PLACE,71,1,9
Ward 10,5270,LENDRUM PLACE,72,8,2
Ward 10,5270,LENDRUM PLACE,73,17,3
Ward 10,5270,LENDRUM PLACE,74,6,6
Ward 10,5270,LENDRUM PLACE,75,11,5
Ward 10,5270,LENDRUM PLACE,76,6,9
Ward 10,5270,LENDRUM PLACE,77,7,4
Ward 10,5270,LENDRUM PLACE,78,10,5
Ward 10,5270,LENDRUM PLACE,79,6,11
Ward 10,5270,LENDRUM PLACE,80,8,7
Ward 10,5270,LENDRUM PLACE,81,4,9
Ward 10,5270,LENDRUM PLACE,82,3,10
Ward 10,5270,LENDRUM PLACE,83,5,10
Ward 10,5270,LENDRUM PLACE,84,4,5
Ward 10,5270,LENDRUM PLACE,85+,18,20
Ward 10,5270,LENDRUM PLACE,No Response,157,129
Ward 10,5280,MALMO PLAINS,0,31,25
Ward 10,5280,MALMO PLAINS,1,33,35
Ward 10,5280,MALMO PLAINS,2,36,37
Ward 10,5280,MALMO PLAINS,3,37,36
Ward 10,5280,MALMO PLAINS,4,30,30
Ward 10,5280,MALMO PLAINS,5,30,33
Ward 10,5280,MALMO PLAINS,6,27,24
Ward 10,5280,MALMO PLAINS,7,22,24
Ward 10,5280,MALMO PLAINS,8,21,16
Ward 10,5280,MALMO PLAINS,9,14,16
Ward 10,5280,MALMO PLAINS,10,10,19
Ward 10,5280,MALMO PLAINS,11,10,14
Ward 10,5280,MALMO PLAINS,12,12,19
Ward 10,5280,MALMO PLAINS,13,9,14
Ward 10,5280,MALMO PLAINS,14,10,11
Ward 10,5280,MALMO PLAINS,15,9,15
Ward 10,5280,MALMO PLAINS,16,11,13
Ward 10,5280,MALMO PLAINS,17,17,10
Ward 10,5280,MALMO PLAINS,18,11,10
Ward 10,5280,MALMO PLAINS,19,11,12
Ward 10,5280,MALMO PLAINS,20,18,15
Ward 10,5280,MALMO PLAINS,21,23,14
Ward 10,5280,MALMO PLAINS,22,26,18
Ward 10,5280,MALMO PLAINS,23,19,13
Ward 10,5280,MALMO PLAINS,24,28,17
Ward 10,5280,MALMO PLAINS,25,24,28
Ward 10,5280,MALMO PLAINS,26,32,28
Ward 10,5280,MALMO PLAINS,27,21,17
Ward 10,5280,MALMO PLAINS,28,28,25
Ward 10,5280,MALMO PLAINS,29,42,27
Ward 10,5280,MALMO PLAINS,30,34,29
Ward 10,5280,MALMO PLAINS,31,44,31
Ward 10,5280,MALMO PLAINS,32,22,31
Ward 10,5280,MALMO PLAINS,33,39,39
Ward 10,5280,MALMO PLAINS,34,32,39
Ward 10,5280,MALMO PLAINS,35,25,31
Ward 10,5280,MALMO PLAINS,36,24,36
Ward 10,5280,MALMO PLAINS,37,18,24
Ward 10,5280,MALMO PLAINS,38,30,24
Ward 10,5280,MALMO PLAINS,39,15,24
Ward 10,5280,MALMO PLAINS,40,21,20
Ward 10,5280,MALMO PLAINS,41,23,19
Ward 10,5280,MALMO PLAINS,42,21,18
Ward 10,5280,MALMO PLAINS,43,16,22
Ward 10,5280,MALMO PLAINS,44,15,18
Ward 10,5280,MALMO PLAINS,45,10,22
Ward 10,5280,MALMO PLAINS,46,15,18
Ward 10,5280,MALMO PLAINS,47,21,17
Ward 10,5280,MALMO PLAINS,48,10,12
Ward 10,5280,MALMO PLAINS,49,14,11
Ward 10,5280,MALMO PLAINS,50,11,15
Ward 10,5280,MALMO PLAINS,51,19,13
Ward 10,5280,MALMO PLAINS,52,18,15
Ward 10,5280,MALMO PLAINS,53,8,13
Ward 10,5280,MALMO PLAINS,54,16,9
Ward 10,5280,MALMO PLAINS,55,18,16
Ward 10,5280,MALMO PLAINS,56,8,11
Ward 10,5280,MALMO PLAINS,57,16,12
Ward 10,5280,MALMO PLAINS,58,11,7
Ward 10,5280,MALMO PLAINS,59,13,12
Ward 10,5280,MALMO PLAINS,60,11,8
Ward 10,5280,MALMO PLAINS,61,11,5
Ward 10,5280,MALMO PLAINS,62,10,5
Ward 10,5280,MALMO PLAINS,63,9,11
Ward 10,5280,MALMO PLAINS,64,6,3
Ward 10,5280,MALMO PLAINS,65,9,8
Ward 10,5280,MALMO PLAINS,66,9,5
Ward 10,5280,MALMO PLAINS,67,10,4
Ward 10,5280,MALMO PLAINS,68,5,7
Ward 10,5280,MALMO PLAINS,69,11,4
Ward 10,5280,MALMO PLAINS,70,10,8
Ward 10,5280,MALMO PLAINS,71,13,6
Ward 10,5280,MALMO PLAINS,72,8,7
Ward 10,5280,MALMO PLAINS,73,8,11
Ward 10,5280,MALMO PLAINS,74,9,11
Ward 10,5280,MALMO PLAINS,75,9,8
Ward 10,5280,MALMO PLAINS,76,10,11
Ward 10,5280,MALMO PLAINS,77,8,8
Ward 10,5280,MALMO PLAINS,78,9,8
Ward 10,5280,MALMO PLAINS,79,6,6
Ward 10,5280,MALMO PLAINS,80,10,10
Ward 10,5280,MALMO PLAINS,81,9,4
Ward 10,5280,MALMO PLAINS,82,5,4
Ward 10,5280,MALMO PLAINS,83,3,4
Ward 10,5280,MALMO PLAINS,84,5,4
Ward 10,5280,MALMO PLAINS,85+,20,16
Ward 10,5280,MALMO PLAINS,No Response,206,212
Ward 10,5310,PARKALLEN,0,8,6
Ward 10,5310,PARKALLEN,1,9,13
Ward 10,5310,PARKALLEN,2,5,7
Ward 10,5310,PARKALLEN,3,5,5
Ward 10,5310,PARKALLEN,4,5,8
Ward 10,5310,PARKALLEN,5,15,11
Ward 10,5310,PARKALLEN,6,13,6
Ward 10,5310,PARKALLEN,7,5,9
Ward 10,5310,PARKALLEN,8,9,10
Ward 10,5310,PARKALLEN,9,6,4
Ward 10,5310,PARKALLEN,10,3,12
Ward 10,5310,PARKALLEN,11,11,5
Ward 10,5310,PARKALLEN,12,7,8
Ward 10,5310,PARKALLEN,13,11,12
Ward 10,5310,PARKALLEN,14,3,7
Ward 10,5310,PARKALLEN,15,11,14
Ward 10,5310,PARKALLEN,16,9,11
Ward 10,5310,PARKALLEN,17,12,8
Ward 10,5310,PARKALLEN,18,10,12
Ward 10,5310,PARKALLEN,19,14,19
Ward 10,5310,PARKALLEN,20,24,18
Ward 10,5310,PARKALLEN,21,30,22
Ward 10,5310,PARKALLEN,22,39,30
Ward 10,5310,PARKALLEN,23,14,24
Ward 10,5310,PARKALLEN,24,19,21
Ward 10,5310,PARKALLEN,25,19,21
Ward 10,5310,PARKALLEN,26,17,20
Ward 10,5310,PARKALLEN,27,14,24
Ward 10,5310,PARKALLEN,28,23,20
Ward 10,5310,PARKALLEN,29,12,25
Ward 10,5310,PARKALLEN,30,23,15
Ward 10,5310,PARKALLEN,31,18,18
Ward 10,5310,PARKALLEN,32,17,12
Ward 10,5310,PARKALLEN,33,12,15
Ward 10,5310,PARKALLEN,34,14,15
Ward 10,5310,PARKALLEN,35,9,7
Ward 10,5310,PARKALLEN,36,13,17
Ward 10,5310,PARKALLEN,37,13,9
Ward 10,5310,PARKALLEN,38,13,14
Ward 10,5310,PARKALLEN,39,6,8
Ward 10,5310,PARKALLEN,40,20,8
Ward 10,5310,PARKALLEN,41,10,14
Ward 10,5310,PARKALLEN,42,14,13
Ward 10,5310,PARKALLEN,43,15,14
Ward 10,5310,PARKALLEN,44,15,10
Ward 10,5310,PARKALLEN,45,14,9
Ward 10,5310,PARKALLEN,46,18,15
Ward 10,5310,PARKALLEN,47,16,14
Ward 10,5310,PARKALLEN,48,16,13
Ward 10,5310,PARKALLEN,49,14,9
Ward 10,5310,PARKALLEN,50,10,10
Ward 10,5310,PARKALLEN,51,16,20
Ward 10,5310,PARKALLEN,52,20,18
Ward 10,5310,PARKALLEN,53,14,14
Ward 10,5310,PARKALLEN,54,15,14
Ward 10,5310,PARKALLEN,55,12,17
Ward 10,5310,PARKALLEN,56,15,13
Ward 10,5310,PARKALLEN,57,18,16
Ward 10,5310,PARKALLEN,58,11,10
Ward 10,5310,PARKALLEN,59,15,14
Ward 10,5310,PARKALLEN,60,9,10
Ward 10,5310,PARKALLEN,61,8,9
Ward 10,5310,PARKALLEN,62,12,11
Ward 10,5310,PARKALLEN,63,13,8
Ward 10,5310,PARKALLEN,64,6,12
Ward 10,5310,PARKALLEN,65,6,9
Ward 10,5310,PARKALLEN,66,10,9
Ward 10,5310,PARKALLEN,67,4,6
Ward 10,5310,PARKALLEN,68,6,3
Ward 10,5310,PARKALLEN,69,3,4
Ward 10,5310,PARKALLEN,70,8,3
Ward 10,5310,PARKALLEN,71,6,3
Ward 10,5310,PARKALLEN,72,4,6
Ward 10,5310,PARKALLEN,73,1,4
Ward 10,5310,PARKALLEN,74,6,3
Ward 10,5310,PARKALLEN,75,2,2
Ward 10,5310,PARKALLEN,76,2,2
Ward 10,5310,PARKALLEN,77,5,3
Ward 10,5310,PARKALLEN,78,2,1
Ward 10,5310,PARKALLEN,79,3,1
Ward 10,5310,PARKALLEN,80,3,1
Ward 10,5310,PARKALLEN,81,7,2
Ward 10,5310,PARKALLEN,82,1,3
Ward 10,5310,PARKALLEN,83,5,2
Ward 10,5310,PARKALLEN,84,3,2
Ward 10,5310,PARKALLEN,85+,15,8
Ward 10,5310,PARKALLEN,No Response,131,182
Ward 10,5320,PLEASANTVIEW,0,14,13
Ward 10,5320,PLEASANTVIEW,1,18,6
Ward 10,5320,PLEASANTVIEW,2,18,12
Ward 10,5320,PLEASANTVIEW,3,8,6
Ward 10,5320,PLEASANTVIEW,4,12,10
Ward 10,5320,PLEASANTVIEW,5,12,10
Ward 10,5320,PLEASANTVIEW,6,11,12
Ward 10,5320,PLEASANTVIEW,7,5,14
Ward 10,5320,PLEASANTVIEW,8,10,12
Ward 10,5320,PLEASANTVIEW,9,8,14
Ward 10,5320,PLEASANTVIEW,10,9,5
Ward 10,5320,PLEASANTVIEW,11,12,12
Ward 10,5320,PLEASANTVIEW,12,11,14
Ward 10,5320,PLEASANTVIEW,13,10,11
Ward 10,5320,PLEASANTVIEW,14,11,11
Ward 10,5320,PLEASANTVIEW,15,10,11
Ward 10,5320,PLEASANTVIEW,16,8,8
Ward 10,5320,PLEASANTVIEW,17,14,16
Ward 10,5320,PLEASANTVIEW,18,16,17
Ward 10,5320,PLEASANTVIEW,19,29,20
Ward 10,5320,PLEASANTVIEW,20,21,24
Ward 10,5320,PLEASANTVIEW,21,20,34
Ward 10,5320,PLEASANTVIEW,22,23,19
Ward 10,5320,PLEASANTVIEW,23,35,25
Ward 10,5320,PLEASANTVIEW,24,11,20
Ward 10,5320,PLEASANTVIEW,25,20,31
Ward 10,5320,PLEASANTVIEW,26,22,27
Ward 10,5320,PLEASANTVIEW,27,24,32
Ward 10,5320,PLEASANTVIEW,28,23,29
Ward 10,5320,PLEASANTVIEW,29,22,33
Ward 10,5320,PLEASANTVIEW,30,17,33
Ward 10,5320,PLEASANTVIEW,31,21,20
Ward 10,5320,PLEASANTVIEW,32,28,25
Ward 10,5320,PLEASANTVIEW,33,23,28
Ward 10,5320,PLEASANTVIEW,34,13,20
Ward 10,5320,PLEASANTVIEW,35,13,17
Ward 10,5320,PLEASANTVIEW,36,17,23
Ward 10,5320,PLEASANTVIEW,37,12,24
Ward 10,5320,PLEASANTVIEW,38,15,20
Ward 10,5320,PLEASANTVIEW,39,15,24
Ward 10,5320,PLEASANTVIEW,40,21,15
Ward 10,5320,PLEASANTVIEW,41,15,20
Ward 10,5320,PLEASANTVIEW,42,19,17
Ward 10,5320,PLEASANTVIEW,43,14,22
Ward 10,5320,PLEASANTVIEW,44,13,12
Ward 10,5320,PLEASANTVIEW,45,21,21
Ward 10,5320,PLEASANTVIEW,46,20,20
Ward 10,5320,PLEASANTVIEW,47,28,10
Ward 10,5320,PLEASANTVIEW,48,17,18
Ward 10,5320,PLEASANTVIEW,49,14,23
Ward 10,5320,PLEASANTVIEW,50,26,24
Ward 10,5320,PLEASANTVIEW,51,20,24
Ward 10,5320,PLEASANTVIEW,52,18,12
Ward 10,5320,PLEASANTVIEW,53,23,16
Ward 10,5320,PLEASANTVIEW,54,20,19
Ward 10,5320,PLEASANTVIEW,55,21,17
Ward 10,5320,PLEASANTVIEW,56,18,15
Ward 10,5320,PLEASANTVIEW,57,16,20
Ward 10,5320,PLEASANTVIEW,58,21,19
Ward 10,5320,PLEASANTVIEW,59,22,21
Ward 10,5320,PLEASANTVIEW,60,16,22
Ward 10,5320,PLEASANTVIEW,61,13,13
Ward 10,5320,PLEASANTVIEW,62,17,11
Ward 10,5320,PLEASANTVIEW,63,13,18
Ward 10,5320,PLEASANTVIEW,64,12,14
Ward 10,5320,PLEASANTVIEW,65,16,15
Ward 10,5320,PLEASANTVIEW,66,11,10
Ward 10,5320,PLEASANTVIEW,67,18,3
Ward 10,5320,PLEASANTVIEW,68,8,7
Ward 10,5320,PLEASANTVIEW,69,11,14
Ward 10,5320,PLEASANTVIEW,70,12,8
Ward 10,5320,PLEASANTVIEW,71,14,8
Ward 10,5320,PLEASANTVIEW,72,17,16
Ward 10,5320,PLEASANTVIEW,73,10,9
Ward 10,5320,PLEASANTVIEW,74,17,10
Ward 10,5320,PLEASANTVIEW,75,11,13
Ward 10,5320,PLEASANTVIEW,76,19,9
Ward 10,5320,PLEASANTVIEW,77,16,13
Ward 10,5320,PLEASANTVIEW,78,8,8
Ward 10,5320,PLEASANTVIEW,79,17,12
Ward 10,5320,PLEASANTVIEW,80,16,7
Ward 10,5320,PLEASANTVIEW,81,15,11
Ward 10,5320,PLEASANTVIEW,82,14,10
Ward 10,5320,PLEASANTVIEW,83,15,7
Ward 10,5320,PLEASANTVIEW,84,19,4
Ward 10,5320,PLEASANTVIEW,85+,117,42
Ward 10,5320,PLEASANTVIEW,No Response,403,423
Ward 10,5360,RIDEAU PARK,0,5,2
Ward 10,5360,RIDEAU PARK,1,4,3
Ward 10,5360,RIDEAU PARK,2,5,7
Ward 10,5360,RIDEAU PARK,3,5,3
Ward 10,5360,RIDEAU PARK,4,3,6
Ward 10,5360,RIDEAU PARK,5,1,5
Ward 10,5360,RIDEAU PARK,6,13,1
Ward 10,5360,RIDEAU PARK,7,4,7
Ward 10,5360,RIDEAU PARK,8,1,6
Ward 10,5360,RIDEAU PARK,9,5,4
Ward 10,5360,RIDEAU PARK,10,5,2
Ward 10,5360,RIDEAU PARK,11,5,9
Ward 10,5360,RIDEAU PARK,12,5,8
Ward 10,5360,RIDEAU PARK,13,8,2
Ward 10,5360,RIDEAU PARK,14,9,6
Ward 10,5360,RIDEAU PARK,15,6,6
Ward 10,5360,RIDEAU PARK,16,4,7
Ward 10,5360,RIDEAU PARK,17,7,9
Ward 10,5360,RIDEAU PARK,18,4,5
Ward 10,5360,RIDEAU PARK,19,8,6
Ward 10,5360,RIDEAU PARK,20,10,5
Ward 10,5360,RIDEAU PARK,21,14,13
Ward 10,5360,RIDEAU PARK,22,9,17
Ward 10,5360,RIDEAU PARK,23,9,10
Ward 10,5360,RIDEAU PARK,24,10,17
Ward 10,5360,RIDEAU PARK,25,13,12
Ward 10,5360,RIDEAU PARK,26,11,16
Ward 10,5360,RIDEAU PARK,27,9,6
Ward 10,5360,RIDEAU PARK,28,12,9
Ward 10,5360,RIDEAU PARK,29,6,11
Ward 10,5360,RIDEAU PARK,30,6,11
Ward 10,5360,RIDEAU PARK,31,5,16
Ward 10,5360,RIDEAU PARK,32,6,12
Ward 10,5360,RIDEAU PARK,33,6,7
Ward 10,5360,RIDEAU PARK,34,13,4
Ward 10,5360,RIDEAU PARK,35,10,10
Ward 10,5360,RIDEAU PARK,36,10,10
Ward 10,5360,RIDEAU PARK,37,7,7
Ward 10,5360,RIDEAU PARK,38,10,4
Ward 10,5360,RIDEAU PARK,39,7,6
Ward 10,5360,RIDEAU PARK,40,6,7
Ward 10,5360,RIDEAU PARK,41,17,11
Ward 10,5360,RIDEAU PARK,42,12,12
Ward 10,5360,RIDEAU PARK,43,8,10
Ward 10,5360,RIDEAU PARK,44,9,9
Ward 10,5360,RIDEAU PARK,45,11,4
Ward 10,5360,RIDEAU PARK,46,13,10
Ward 10,5360,RIDEAU PARK,47,15,13
Ward 10,5360,RIDEAU PARK,48,7,15
Ward 10,5360,RIDEAU PARK,49,16,11
Ward 10,5360,RIDEAU PARK,50,9,7
Ward 10,5360,RIDEAU PARK,51,12,9
Ward 10,5360,RIDEAU PARK,52,8,8
Ward 10,5360,RIDEAU PARK,53,6,12
Ward 10,5360,RIDEAU PARK,54,9,10
Ward 10,5360,RIDEAU PARK,55,9,9
Ward 10,5360,RIDEAU PARK,56,7,7
Ward 10,5360,RIDEAU PARK,57,8,7
Ward 10,5360,RIDEAU PARK,58,7,7
Ward 10,5360,RIDEAU PARK,59,10,13
Ward 10,5360,RIDEAU PARK,60,6,5
Ward 10,5360,RIDEAU PARK,61,14,5
Ward 10,5360,RIDEAU PARK,62,9,8
Ward 10,5360,RIDEAU PARK,63,15,3
Ward 10,5360,RIDEAU PARK,64,12,8
Ward 10,5360,RIDEAU PARK,65,12,9
Ward 10,5360,RIDEAU PARK,66,16,6
Ward 10,5360,RIDEAU PARK,67,8,10
Ward 10,5360,RIDEAU PARK,68,10,6
Ward 10,5360,RIDEAU PARK,69,11,5
Ward 10,5360,RIDEAU PARK,70,4,11
Ward 10,5360,RIDEAU PARK,71,6,6
Ward 10,5360,RIDEAU PARK,72,12,7
Ward 10,5360,RIDEAU PARK,73,12,4
Ward 10,5360,RIDEAU PARK,74,6,6
Ward 10,5360,RIDEAU PARK,75,12,3
Ward 10,5360,RIDEAU PARK,76,12,5
Ward 10,5360,RIDEAU PARK,77,10,5
Ward 10,5360,RIDEAU PARK,78,8,7
Ward 10,5360,RIDEAU PARK,79,6,5
Ward 10,5360,RIDEAU PARK,80,7,8
Ward 10,5360,RIDEAU PARK,81,4,4
Ward 10,5360,RIDEAU PARK,82,3,4
Ward 10,5360,RIDEAU PARK,83,8,1
Ward 10,5360,RIDEAU PARK,84,3,2
Ward 10,5360,RIDEAU PARK,85+,13,11
Ward 10,5360,RIDEAU PARK,No Response,290,209
Ward 10,5400,RIVER VALLEY WHITEMUD,0,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,1,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,2,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,3,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,4,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,5,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,6,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,7,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,8,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,9,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,10,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,11,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,12,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,13,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,14,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,15,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,16,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,17,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,18,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,19,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,20,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,21,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,22,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,23,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,24,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,25,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,26,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,27,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,28,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,29,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,30,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,31,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,32,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,33,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,34,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,35,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,36,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,37,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,38,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,39,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,40,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,41,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,42,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,43,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,44,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,45,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,46,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,47,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,48,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,49,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,50,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,51,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,52,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,53,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,54,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,55,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,56,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,57,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,58,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,59,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,60,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,61,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,62,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,63,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,64,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,65,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,66,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,67,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,68,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,69,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,70,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,71,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,72,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,73,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,74,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,75,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,76,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,77,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,78,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,79,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,80,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,81,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,82,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,83,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,84,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,85+,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,No Response,0,0
Ward 10,5430,ROYAL GARDENS,0,16,10
Ward 10,5430,ROYAL GARDENS,1,17,24
Ward 10,5430,ROYAL GARDENS,2,17,16
Ward 10,5430,ROYAL GARDENS,3,17,18
Ward 10,5430,ROYAL GARDENS,4,16,14
